Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information,Discipline
SS5103,SQUASH,3,National Institute of Education,Yes,Letter Graded,,,The aim of this course is to introduce you to the key elements involved in playing the game of squash. The course will also provide ideas on developing skills through adequate physical and mental preparation. Analysis of video clips (IT) will be used to introduce elements of style or form and to explain the rules of the game. The rules may subsequently be modified to suit the class. Sport science knowledge will be enlisted to facilitate the learning of technical skills and game play. Game-specific assessment tools will be introduced.,Sport Science & Management
SS5104,BASKETBALL,3,National Institute of Education,Yes,Letter Graded,,,"This course is designed to provide you with the basic skills and knowledge to play and enjoy recreational basketball. You will be taught on basic fundamental skills, rule/terminology, officiating, team offense/defense, and situational strategies.",Sport Science & Management
SS5105,VOLLEYBALL,3,National Institute of Education,Yes,Letter Graded,,,"Volleyball is one of the sport courses offered under the Sport Electives@SSM. This course aims to equip you with the knowledge and skills of Volleyball so that you are able to demonstrate the techniques of the game, and play the game.",Sport Science & Management
SS5106,NETBALL,3,National Institute of Education,Yes,Letter Graded,,,"Netball is one of the sport courses offered under the Sport Electives@SSM. This course aims to equip you with the knowledge and skills of Netball so that you are able to demonstrate the techniques of the game, and play the game.",Sport Science & Management
SS5107,TABLE TENNIS,3,National Institute of Education,Yes,Letter Graded,,,"Table-tennis is one of the sport courses offered under the Sport Electives@SSM. This course aims to equip you with the knowledge and skills of table-tennis so that you are able to demonstrate the techniques of the game, and play the game.",Sport Science & Management
SS5202,SOCCER,3,National Institute of Education,Yes,Letter Graded,,,"In this course, you will learn the proper execution of the various techniques of the game, the tactics of the game, the Laws of the game, and apply them in gameplay. You should participate in this elective course if you are interested in developing your knowledge and skills in Soccer.",Sport Science & Management
SS5203,HOCKEY,3,National Institute of Education,Yes,Letter Graded,,,This lecture/practical course is designed to provide a basic framework that will aid first year students in acquiring knowledge and practical skills pertinent to Hockey. This course will cover the fundamentals skills and techniques of hockey and tactics used in the game. The practical sessions enhance knowledge and skills to enable you to understand and attain fundamental demonstration skills of hockey.,Sport Science & Management
SS5204,FLOORBALL,3,National Institute of Education,Yes,Letter Graded,,,This course aims to equip you with background knowledge of floorball laws of the game and fundamental competencies of floorball techniques and tactics. You will develop your skills and tactics to demonstrate and apply your knowledge and competencies during gameplay.,Sport Science & Management
SS5205,RUGBY,3,National Institute of Education,Yes,Letter Graded,,,"The aim of this course is to provide you with knowledge, understanding and playing competency in the various forms of rugby, using tag and touch rugby as forms to learn the fundamentals and skills involved. Game strategies will be learnt and applied in practice and match related sessions. Theory aspects will be learnt so as to fulfil the aspects of the how and why to the game of rugby. Session practices will include techniques and strategic thinking to understand the principles of play. These theory and practical sessions will further aid you in developing the thought process and the application of these mini aspects put together. The Sport Education and Games Concept Approaches (GCA) will be adopted, employing the use of modified games to demonstrate the advantages of adjustments to the major game for effective learning.",Sport Science & Management
SS5206,TCHOUKBALL,3,National Institute of Education,Yes,Letter Graded,,,"In this course, you will learn to properly execute the various skills of the game, apply the tactics, and adhere to the rules during gameplay. You should participate in this elective course if you are interested in developing your knowledge and skills in Tchoukball.",Sport Science & Management
SS5303,INTRODUCTION TO HIP-HOP & ITS DANCES,3,National Institute of Education,Yes,Letter Graded,,,"This course is structured to provide you with a history of hip-hop and a practice-based knowledge of its dances, specifically old school hip-hop, middle school hip-hop, new school hip-hop and commercial hip-hop. Basic movement activities include locomotor and non-locomotor movements, isolation, use of space, use of dynamics and a variation of dance patterns.",Sport Science & Management
SS5304,INTRODUCTION TO MODERN JAZZ DANCE,3,National Institute of Education,Yes,Letter Graded,,,"The course is designed as an exposure course to introduce you to Modern Jazz and its various forms. The course aims to teach you various basic jazz techniques, theory and safety principles, as well as to develop grace, strength, coordination and creativity throughout the weeks.",Sport Science & Management
HN5010,SINGAPORE: IMAGINING THE NEXT 50 YEARS,3,School of Social Sciences,Yes,Pass/Fail,,"['AAL10C', ' AAL28A']","This module aims to encourage undergraduates, who are our future leaders and citizens, to reflect on Singapore's post-independence history, imagine the kind of Singapore they would like to co-create for the future, and deliberate on what it takes to achieve the vision(s) they have for Singapore.",Social Science
DD0000,WRITING NARRATIVES FOR CREATIVE MEDIA,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This course introduces you to the practice and theory of writing narratives for creative media. Narratives, the principles of storytelling, play a crucial part in much of the media and design landscape, and writing is a key tool for their construction. Narrative writing has to engage with the materiality of the media and is in a creative dialogue with form and content. During this course you will engage with and analyse notable examples, forms, techniques and ideas around narrative and storytelling, and you will begin to develop your own writing practice through a series of practical projects with the instructor and peer feedback.",Interdisciplinary 
DD1004,INTRODUCTION TO THE HISTORIES OF ART II: ASIAN ART HISTORY,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DD1003']],,"This intensive, one-semester lecture course aims to provide you with a foundational understanding of Asian art histories (content and methods) alongside foundational level academic writing, reading, presentation, and research skills.",Interdisciplinary 
CS0888,ARTIFICIAL INTELLIGENCE & NEW TECHNOLOGY LAW,3,Wee Kim Wee School of Communication and Information,Yes,Letter Graded,,,"We begin with a brief, non-technical, conceptual introduction to artificial intelligence and its applications, suitable for students from any field. Then we focus on preparing you to participate in the global debates about the legal, policy and ethics issues that Al is already creating for humans. Among the questions considered: With AI tracking your every move on social media, what privacy protections do you have? Who is liable if an AI learns human biases and makes a racist hiring recommendation? When our minds can be uploaded to computers, will they have legal rights? Is a self-driving car liable for killing a pedestrian? Should autonomous weapons be allowed to decide to kill a human? We compare possible answers in Singapore and American law and learn how informed citizens everywhere can shape AI's future.",Communication Studies
DN1009,GRAPHIC FORM,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"The Graphic Form course aims to develop your understanding of principles that underlie all good graphic design, whether print-based, web or digital. The goal of this course is to equip you with a set of practical and conceptual tools for both making and communicating in the field of graphic design. As you are gradually introduced to the basics of concepts such as research, typography, color, form, composition and layout, you will learn how to become visually aware and design literate. You will be introduced to invaluable practical skills and technologies of design production, both on screen and in print. Finally you will be placing and viewing these visual and technical skills and creating your own visual language. The class is organized along the following themes: 1) Fundamentals of Image Making, Transformation and Meaning: exploring the key concepts of visual language of two-dimensional design in conjunction with image making and transformation (deconstruction, juxtaposition, signs and symbols, type and image) 2) Fundamentals of Color and Meaning: introduction to color in cultural and historical context; symbolic use of color 3) Integration of handmade and digital aesthetics: introduction to beginner's level knowledge of Adobe Creative Suite program (Illustrator and InDesign) 4) Introduction to experimental book formats: introduction to basic principles of experimental layout and binding (Zine)","Art, Design and Media"
DN1010,EXPERIMENTAL INTERACTION,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"Experimental interaction introduces students to the basic principles of interaction with media through collaboration, play and group-based projects. The overarching concept of interaction is investigated throughout the course in lectures, readings, and discussion of media art, which accompanies the hands-on projects. Students will be working with digital, networked, and social media, as well as found objects and other materials to explore viewer interaction and peer-to-peer forms of creative play. The course involves a study of DIY (Do it Yourself) and maker culture that better informs an understanding of interdisciplinary and open source thinking critical to the spirit of sharing and collaboration in the arts and design. Collaboration and Interaction Study interaction design practices in the creation of media projects through group collaboration. Engage in the creation of group projects that explore narrative as a process of collective narrative. Open Source / Open Culture A study of open source ideology and how this form of sharing and collective thinking emerges in the art and design arena. Study examples of DIY and maker culture that emphasize sharing and transparency in the creative process. Role of the Viewer Overview of viewer engagement through human interaction and social discourse. Understand the changing nature of the interactive design object or artwork in terms of how the viewer has impact and agency on the outcome of the experience. Social Media An exploration of social media platforms and how they are used creatively and critically. Reflect on how the individual in contemporary culture is impacted through the everyday, ubiquitous use of social media. Online Technique You will work with the Open Source Studio (OSS) Web platform to document their work and ideas, learning techniques of online writing and media documentation. You are taught to better understand how your work as artists and designers is enhanced through a better understanding of the online environment as virtual studio space.","Art, Design and Media"
DN1011,FORM & VISUALISATION,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This course forms a practical exploration, at an introductory level, of manual visualization and model-making skills necessary for the formulation, visualization and presentation of objects and spaces. As students, you do a series of assignments across a range of domain areas, to gain an understanding and to have an initial exposure to the form and visualization skill sets used by designers. Through a series of exercises and assignments, students are introduced to the basic skills and vocabulary of form-making and visualization. Students will also have the opportunity to work on a project that applies both form making and visualization principles and techniques. The topics covered are: Visualization of objects and spaces - Drawing mediums, scale, graphic/ technical representation of objects and spaces, Orthographic projection, Isometric and Axonometric projection, Linear perspective (1 point, 2 point), ideative/ ideation sketching, illustrative sketching, tone, texture, and shading. Form making of objects and spaces - Model-making materials, scale, mock-up models, concept models, visual models, working from orthographic drawings, prismatic and compound form making techniques, joining and construction methods. Conceptual Development - Anthropometry, figure-ground relationship, perception of form.","Art, Design and Media"
DN1013,CONCEPTS OF DIGITAL IMAGING,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This course will familiarise you with methods of using digital imaging tools for creative concepts. You will learn to employ the dedicated software to realize your artistic vision. The goal is to achieve an elementary understanding of these tools as an expansion of the artistic palette. The course will focus on developing concepts for single, sequential images and time-based media, which will be produced by using current digital imaging and post-production hard- and software. You will have the opportunity to integrate learned techniques with your own creative concept development. Course Content What is an Image? - Foundation of Digital Imaging Understanding the key concepts of digital images, such as vector, bitmap, resolution, bit-depth, aspect ratio, colour basics, alpha-channels and working with layers (blend modes). Basics of image capturing techniques Introduction on how basic settings influence the image: perspective, selection of lenses and focal length, shutter speed, aperture, ISO and lighting. Basics of image creation techniques Introduction on how to use digital imaging software as a tool for creating images for illustration, animation and comics: Basics of digital drawing and painting, applying layers and alpha channels for image manipulation, concepts for colouring. Working from photo reference. Optimising the Image (Adobe Photoshop) Developing an understanding for the potential and weaknesses of still and moving images and learn to apply non-destructive editing-tools for adjustments. Editing Time-Based Media (Adobe Premiere) Creating time-based media with editing image sequences and audio along a timeline. Understanding different settings for time-based media such as image sequences, frames per second, aspect ratio, bit-depth, audio etc. Animating Image and Text (Adobe After Effects) Learn how to add and influence movements based on layered images and text files. Understanding keyframe-based animation and applying filters and effects. File Management (Adobe Photoshop Lightroom or equivalent) Organise your files - labelling and metadata. Colour Management Introduction in colour profiles throughout the workflow: from capturing and editing to export and presentation. Understanding different additive and subtractive colour models. Presenting Audio-Visual Media Optimising files in high quality for print and screening or compression for the internet.","Art, Design and Media"
DN1016,VISUAL STORYTELLING,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"Writing pictures: Overview of the key visual and audio media that build narratives through the sequence of images: Photography, comics, film, animation and interactive media. Introduction to the principles of linear and non-linear storytelling and their implementation in the different media. Differences and similarities explored between time-based media versus comics and photography. What?s in a picture? An investigation of the single image as the elemental unit for creating narratives. Telling a story in a single image. The function of the single image in the chain of narrative events. The basic concepts of composition, staging, lighting and colour within a single frame. Building visual narratives: An exploration of strategies to construct a variety of narratives in and through different media. Practising concepts through connecting images in sequence: Comics, storyboards, animatics, photo-series and/or live action short films. Students will learn how to apply basic concepts of editing and cinematography in communicating a story. The role of sound for audio-visual media: Through analysis of a variety of examples from film and animation, students will learn about the role of sound in narrative context. Basic concepts of sound design and scoring will be explored as elements of the filmmaking process. Beyond traditional narrativity: An introduction into newly emerging and rapidly evolving story-formats that deviate from traditional forms in structure and format: spatial and fragmented storytelling (installations/exhibitions), interactive storytelling, immersive environments (dome and VR), augmented reality. This will be a basic introduction that familiarizes students with the terms and helps them understand the different requirements for conceiving narratives. Class assignments: Four creative projects, which explore the adaptation of narratives for visual and audio-visual storytelling ? composition of a single image, image sequences in various forms, storyboard and full audio-visual animatic, live action short film or photographic sequence. Developed through lectures, tutorials, class exercises and peer/instructor feedback sessions.","Art, Design and Media"
DF3010,EXPERIMENTAL FILM PRODUCTION,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This is an entry-level course that focuses on creation of films that allow experimentation in various stages of filmmaking processes, including the development of various alternate forms of (non) narrative story structures. You will be exposed to a range of conceptual and production strategies in experimental film using key historical and contemporary examples and then put those ideas into practice through exercises and projects in order to develop your own experimental film practice. Experience and knowledge gained in this module will provide a basis for further more developed experimental film production, as well as complementing research into this field.","Art, Design and Media"
DM2006,NARRATIVES FOR INTERACTION,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"Narrativity and Interaction: Introduction to the different modes of narrativity and interaction. Overview of the types of interactive narratives including: linear, parallel, multithreaded, branched, and non-linear. Identifiying implicit and explicit interactive narratives. Balancing interactivity and narration in a project. Nonlinear vs Linear Narrative Structures: Historical overview of nonlinear narrative structures in traditional media. Analysis of the differences between linear and nonlinear forms. Analysis of nonlinear digital storytelling strategies. Database Narratives: Identifying and analyzing database narrative forms. Comparing database logic with conventional storytelling. Identifiying possible strategies for conceptualization of a database driven narrative. Generative Narratives: Analysis and discussion on procedurally generated narratives. Historical overview of generative art. Designing Narrative Architectures: Identifying and developing conceptual frameworks for an interactive narrative project. The importance of the development and design of a project prototype. You will prototype your ideas in order to experience narrative interactions before you step into production. Authoring Interactive Narrative: Project development through the following phases: (in chronological order): conceptualizing, development of a project demo, adjustment of the project goals and outcomes, production, postproduction. Class assignments: One core interactive narrative project that enables students to analyze database narratives, generative narratives, linear vs nonlinear narratives. The medium of project can be, but it is not limited to: interactive website, game, projection, performance, soundscape, etc. Developed through self-directed learning with guidance, assisted with lectures, tutorials, class excercises, and peer/instructor feedback sessions.","Art, Design and Media"
DM2007,INTERACTIVE II,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DM2000']],,"This course further introduces you to the fundamental principles of interactivity presented in DM2000 Interactive I. You will further explore modes of interaction, their computational methods and their systemic relationships: making sense of the environment (input), processing this information and acting in the environment (output via diverse media). The class will promote interdisciplinary problem-solving via experimental art and speculative design for this rapidly expanding and transforming field. You will deepen your ideation, development and protyping skills in preparation for further in-depth studies.","Art, Design and Media"
DM3015,INTERACTIVE ENVIRONMENTS,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DM3013']],,"In this intermediate to advanced course you will focus on interactive environments. Interactive environments expands upon the learning in DM3013 Interactive Spaces, extending the learning to a broader sphere of interaction design that considers the natural and built environment, world-building and immersive experiences designed for a wide public. You will engage with unique and topical contemporary issues in interactive and emerging media with a focus on the dynamics of interactive environments in media art and design. You will explore and familiarize yourself with issues identified in the course, conduct analysis, develop iterative prototyping and produce an original environmental or immersive experience.","Art, Design and Media"
DR2000,CONCEPTUAL DESIGN,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This course focuses on connecting the worlds of objects, experiences and meanings through a conceptual framework. It introduces the student to the importance of juxtaposing new and contradictory design situations with the task of understanding and resolving them. Subjects are examined through a conceptual lens: studying different aspects of semantics, imagery, perception, behaviour, beliefs, culture as structural frameworks in the development of ideas. Output includes, but is not limited to conceptual objects, user interactions, anthropomorphic interfaces, event/service situations, environmental installations, temporal experiments etc. Teaching in this studio course is by lecture, presentations, projects and assignments. Conceptual Design Framework in the Creative Process: The course begins with an introduction on the importance of placing ideas into a context that is driven not just by its form and function as the design genesis but instead through a tangent that looks at the design process conceptually prior to the practice of design ? a pre-theoretical approach to design by looking at why and how the creative process operates. Content here will critically examine of the design process itself, looking at the methodology designers take for granted in their creative and production activity. Design as Discourse/ Critical Design: You will be introduced to the practice of critical design and its variants - such as speculative design and discursive design, and how they serve as powerful tools for discourse about the design of the world. These `tools of design? are critiqued and explored through the use of language, imagery, fantasy, connotations, metaphors, semantics in the conception and development of students? projects. Conceptual Design projects: You will apply conceptual and critical design methods to realize design projects based on various themes.","Art, Design and Media"
DR2004,PRODUCT DESIGN II,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DR2001']],,"Visual Thinking; Part 1: Introduction to different visual thinking skills; sketching (thumbnails exploratory and developmental) rendering (pen and ink, colour pencils and markers and computer-aided) and 3D representation (study models in cardboard, foam and plastics). Part 2: Class assignment in visual thinking skills through a basic project brief introducing you to the application of appropriate techniques to explore the creation of product form in relationship to function and usability, human factors, materials and manufacture. Design Project: Part 1: Introduction to product design process (brief, project identification, research and data collection, ideation, concept selection, design finalization and presentation) Part 2: Based on a brief given, to apply visual thinking skills and product design process to generate concepts, progressively moving from ideas to viable solutions that may be evaluated through discussions and presentation, to a viable final design that is then presented through visual presentation and physical mock-up","Art, Design and Media"
DR3002,COMPUTER AIDED DESIGN II,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DR2005']],,"This course focuses on intermediate principles and techniques for the design, visualization and presentation of product designs such as consumer products, environments, and furniture amongst others. Building on the content and assignments from the DR2005 Computer Aided Design I course, you will go through a series of assignments with increasing complexity and variety to bring your modeling and presentation skills to an intermediate level. Advanced Surface Modeling: Intermediate level three-dimensional NURBS (Non-Uniform Rational B-Spline) surface modeling, with emphasis on curve and surface continuity. Sub-division Modeling: Introduction to Sub-division modeling principles and techniques. Animation: Introduction to keyframe animation of three-dimensional computer models. Parametric Modeling workflow and documentation: Introduction to integrated workflow for associative parts, assembly and drawings creation using parametric modeling programs. Class assignments: You will produce a series of increasingly complex assignments and develop your understanding of intermediate and advanced computer-aided design principles and techniques, through lectures, tutorials, class exercises and peer/instructor feedback sessions.","Art, Design and Media"
DR3005,PRODUCT DESIGN IV,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DR3000']],,"In this advanced level course, you will investigate physical and digital devices, products, systems and environments and how technological advances allow for integration and embedding of technology. You will design for spatial environments and sustainable outcomes. This course will enhance your proficiency for designing devices, products, systems and environments and prepare you for a higher level of application in product design in year 4.","Art, Design and Media"
DR3008,ADVANCED DEVELOPMENT & PROTOTYPING,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DR3006']],['DR3003'],"This intermediate level course will allow you to conceptualize, develop, detail and build functional prototypes for various types of products. You will be taught principles on how to design for manufacturing and be introduced to various prototyping techniques. This course will prepare you in creating functional prototypes for product design projects undertaken in year 4 of your studies.","Art, Design and Media"
DT2015,ADVANCED 3D PRODUCTION,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DT2001']],,"This intermediate to advanced course provides you the opportunity to expand and refine your knowledge and abilities in the area of 3D digital screen production. You will engage with advanced and alternative processes as you explore and experiment with a range of digital methods such as motion capture, visual effects, real-time animation and rendering, and alternative forms of digital narrative. Each offering of this course will have a unique focus, and will grant you a unique set of skills for future development.","Art, Design and Media"
DT2017,WRITING FOR ANIMATION,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This foundation level course will introduce you to processes of writing concepts and screenplays for animation, which you will then apply in the creation of an original narrative for a specific form of animation. This learning forms the foundation for further studies in creating concepts and screenplays for animation.","Art, Design and Media"
DT3000,ADVANCED DRAWN ANIMATION,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DT2000']],,"1. 2D animation pipeline: Overview of key concepts and theories around the creation of motion through drawing Using characters of your own choosing you will create animations that will focus on different aspect of such principles. Introduction to different digital and analogically solutions for the creation of 2D films 2. How to create animation set up: An exploration of character and environment to show your understanding of staging, weight, and composition and how you can create a convincing scene demonstrating how a character interacts with the environment and how through the use of proper camera placement you can create a complex cinematic scenario. 3. Developing proficiency with pose weight and attitude in relation to complex human locomotion and acting: Building on your existing skillset, you will explore key issues and concepts of complex motion. Through the use of a live action and animation examples you will apply advanced concepts in the creation of character motion in a range of perspective settings and interactions with the environment and other characters. 4. Transfer the knowledge acquired to your own personal work: Through a series of exercises and in-class projects, you will explore a range of advanced animation problems pertaining to creating original movement. Developed through lectures, workshops, peer and instructor feedback, you will apply advanced principles and problem solving approaches to a series of scenarios that deal with movement, weight, staging, and timing.","Art, Design and Media"
DV2002,ILLUSTRATION FOR DESIGNERS,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"This Intermediate level, studio-based course will introduce you to illustrative visual communication placing emphasis on personal investigation and discovery through experimentation with a variety of media and techniques. You will be encouraged to create a body of stylised and conceptual illustrations, whilst considering their practical application. This learning provides a holistic approach in informing your visual voice and underpins the creative strategies applied in further creative practice.","Art, Design and Media"
DV2004,TYPOGRAPHY II,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DV2000']],,"Typography Design II provides the opportunity to develop effective and innovative typographic practice, an indispensable foundation for other visual communication courses. You will examine the essential function that typography plays and develop the necessary skills and techniques to use typography in the support of effective visual communication. Through lectures, in-class demonstrations, discussions, comprehensive projects and critiques, you will develop and apply principles of typography such as typographic identification, composition, layout, form, hierarchy, application to multi-page layout, and the enhancement of meaning and content. Assignments are focused on applying and exploring the application of typography adhering to aesthetic and theoretical principles. The assignments allow you to focus on meaning, style and functionality as equal collaborators in effective typographic communication. Projects are intermediate to advanced in level and develop your existing skills in a systematic way throughout the semester. Essential components of this course include research, conceptual development, verbal articulation of visual solutions, production, and visual, verbal and written presentation. Typography Design II also includes the consideration of multiple languages and cultures.","Art, Design and Media"
DV2005,VISUAL COMMUNICATION II,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DV2001']],,"1. The Design Process: Design processes introduces to students various design development processes to serve as frameworks to guide and enable them to discover, define, and develop their design solutions. Student will learn about the different approaches, techniques and considerations at key points in the design process. 2. Design Research Techniques: Various user-research techniques such as role-playing, focus group, visual methods will be introduced to enable them to gain insight to the opinions, experience, preference and tastes of a specific audience. Alongside a series of seminars, this section will also include in-class activities on the various techniques. 3. Visualising Data: Visualising data introduces students to various forms of data visualisation and discusses the characteristics, benefits and key considerations when treating information visually. 4. Design Contexts: Design Contexts will present contemporary issues and design case studies to engage and lead students in their exploration on consider how a designer can respond to contemporary societal issues and the approaches and creative strategies undertaken to convey the intended message to a specific audience. Class assignments: Three Creative Projects. 1. Visualising Data: Students to summarise and present their research information and findings through a visual graphic format. 2. Design Context 1: Explore and develop appropriate and effective communication design solution using a suitable choice of media for a specific audience as a respond to a particular contemporary societal issue. Design solution may take form as a design enterprise, a service, a campaign or a product involving any of the format: - Prints e.g. Brochures, posters, publications. - Prototypes e.g. Packaging, objects - Time-Based Design e.g. Motion Graphics, Video - Digital Media Design e.g. Web content, Mobile application - Spatial/ Experiential Design 3. Design Context 2: Explore and develop appropriate and effective communication design solution using a suitable choice of media for a specific audience as a respond to a particular contemporary societal issue.The choice of media chosen here should be different from Design Context 1 but offer a good sense of integration, where the media complements or synergises each other. Format: - Prints e.g. Brochures, posters, publications. - Prototypes e.g. Packaging, objects - Time-Based Design e.g. Motion Graphics, Video - Digital Media Design e.g. Web content, Mobile application - Spatial/ Experiential Design","Art, Design and Media"
DV2007,ISSUES IN VISUAL COMMUNICATION PRACTICE,3,"School Of Art, Design and Media",Yes,Letter Graded,"[['DV2004', 'DV3010']]",,"This intermediate level course will examine critical issues within visual communication practice. It will investigate contemporary and critical discussions that shape the discourse of design and its relationship to socio-political structures, and consider the responses of designers towards these issues. Through a combination of creative design projects, writings and publishing that is closely tied to the analysis, interpretation and expansion of readings, this course challenges students to critically engage with the complexity and challenges of design with the zeitgeist of our times.","Art, Design and Media"
DV3008,VISUAL COMMUNICATION IV,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DV3000']],,"In this advanced level course, you will expand on visual communication research processes learned in previous courses to find unique design solutions to a topic that you have identified. You will learn and apply a range of advanced research strategies to investigate the core needs of the topic and develop your own unique set of design responses. The inquiring and speculative outlook of the course aims to encourage you to formulate your critical perspectives of design practice as well as to explore its interface with other bodies of knowledge. You will challenge assumptions around the role of design and professional practice, which will provide valuable knowledge for further independent design research.","Art, Design and Media"
DV3012,PRODUCTION FOR GRAPHIC DESIGNERS,3,"School Of Art, Design and Media",Yes,Letter Graded,[['DV3000']],['DV3006'],"This intermediate to advanced course will introduce you to the techniques and processes of graphic design production. You will be exposed to digital technologies and vendor management, as well as learn how to efficiently prepare highest-quality artwork that conform to professional requirements and industrial standards for print and electronic media. This learning forms practical and technical knowledge to prepare you for work in a professional setting.","Art, Design and Media"
HR2004,"SURVEY OF MODERN ART,1900-1945",3,School of Humanities,Yes,Letter Graded,,,"You will be introduced to diverse examples of early twentieth-century visual material, and the socio-political and historical contexts in which they were produced. Broadly chronological in approach, a number of historical movements (including, but not limited to, Fauvism, Cubism, Expressionism, Futurism, Dada and Surrealism) will be explored alongside the work of individual artists. The influence of modernist thought and aesthetics upon different areas of artistic production will also be highlighted, as will the relationship between art and politics. Coursework assignments will include a class presentation of research, a paper written after a museum fieldtrip and two in-class quizzes.",History
HR2010,INTRODUCTION TO MUSEUM STUDIES,3,School of Humanities,Yes,Letter Graded,[['DD1003']],,"This course begins with medieval European treasuries and the Renaissance cabinet of curiosities that led to the birth of museums in the nineteenth-century. It also examines museums that were established in both the West and the East during the period of high colonialism. In addition to exploring issues about collecting and displaying, students will also learn about museum education. Mid-term and final projects will be centered round studying and reporting on current display patterns and educational practices in Singapore museums, and developing educational resources/programs for various age groups from preschoolers to adults. Lectures will be enhanced by guest speakers from the world of museums. Field trips to local museums will be required.",History
HR3004,ART IN THE AGE OF COLONIALISM,3,School of Humanities,Yes,Letter Graded,[['DD1004']],,"This course introduces you to the diverse content and methods of global art histories. In questioning the monolithic binaries of Western and non-Western art, you will study various objects that crossed national and regional boundaries during the age of colonialism. This course prepares you for more advanced academic writing, reading, and research in art history.",History
DF3014,CREATIVE PRODUCING FOR FILM & MEDIA,3,"School Of Art, Design and Media",Yes,Letter Graded,,,"In this course you will acquire skills and techniques to be effective as a film and media producer. You will become familiar with a creative producer's responsibilities, including working in various genres and formats, working with talent, creating a joint vision, pitching, managing a budget and shooting schedule, and developing a marketing and release strategy. The skills and practical knowledge acquired will give you a well-founded basis for your future in the new media industry.","Art, Design and Media"
DM3010,PROJECT DEVELOPMENT & PLANNING,3,"School Of Art, Design and Media",Yes,Letter Graded,,,This course will focus on project development and planning for the Final Year Thesis project. It is designed for the third year student who will soon face the need to define and execute his or her FYP. You will develop a project plan and learn to understand critical project phases. You will form an understanding of time and resource constraints as you plan your FYP. You will be able to understand your works in the terms of a project and use appropriate planning methodology. You will be expected to develop a working proposal for your FYP project by the end of the course.,"Art, Design and Media"
DV3002,EDITORIAL DESIGN,3,"School Of Art, Design and Media",Yes,Letter Graded,"[['DV2004', 'DV2005']]",,"Visual report study: Theoretical and practical analysis of printed media that allow visualizing stories effectively in accordance to a specific target audience. Visual reports will be examined throughout a wide range of case studies. Special-interest publication analysis: By means of an investigation on special interest publications, its history and function, you will understand how to express the identity of particular groups through your own voice. The need for publishing and the choice of media: You will analyze the stories to be published. You will consequently develop your own approach to communicate them. Parallel to the former, there will be a reflection on the choice of media selected for publishing. Editorial design as a communication strategy: From idea generation to publishing, you will be able to comprehend and cohesively plan an editorial project. Assignments and exercises: Project 1: Exercises that test ability to engage in an editorial design project. Project 2: Intermediary assignment that introduces theory and practice regarding designing for print or digital environments with multiples levels of information across one or more editions. Project 3: Advanced final project that integrates all theory and practice-based learning acquired during the course. The main objective of this project is to understand the editorial design production process. It focuses on the analysis of an editorial project as a whole from researching, data-generation, writing and designing to publishing.","Art, Design and Media"
DN1017,MEDIA ART & REPRESENTATION,3,"School Of Art, Design and Media",Yes,Letter Graded,,"['DN1012', ' DN1014', ' DN1015']","In this course you will explore image and sound manipulation and representation in digital media and its role within social context. You will work with static and moving images, as you explore how digital media can represent, alter, manipulate and mislead the meanings of imagery. This course will enhance your understanding of media semiotics as well as a wider historical, social and cultural context and will contribute to further study in media representation.","Art, Design and Media"
