,Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information
136,HE4003,ADVANCED INTERNATIONAL FINANCE,4.0,ECON(SSS),No,Letter Graded,HE9092 OR HE2002 OR HE5092,HE3020,"The aim of the course is to develop a coherent modern analytical framework for thinking about all of the fundamental problem in international finance (also known as international macroeconomics or open-economy macroeconomics). The course deals with many questions that are central to today?s policy world such as current accounts, government budget deficits, speculative attacks and the implications of the expanding global markets for foreign assets."
137,HE4010,SINGAPORE ECONOMY IN A GLOBALIZED WORLD,4.0,ECON(SSS),No,Letter Graded,HE2001 & HE2002,,"The topics include economic development, monetary and fiscal policies, exchange rate, market liberalization, manpower and labor market, social security, international trade and regional co-operation. The objective is to provide final year economics undergraduates with greater insights into the policies that have shaped Singapore?s economic growth and to engage students in an evaluation of these policies and development experiences. It will be unique in drawing upon the expertise of adjunct staff members who have been involved in policy-making, staff members who have worked extensively in the area, and senior government policy- and decision-makers. The module will be conducted seminar-style. Class room participation will constitute 50 percent and written examination 50 percent."
138,HE4011,CURRENT TOPICS IN ECONOMICS,4.0,ECON(SSS),No,Letter Graded,HE2001 & HE2002,,The aim of the course is to provide an understanding of the theoretical foundation of 'The Economics of Uncertainty and Information'. The discussion will be accompanied with real world examples.
139,HE4017,MONETARY ECONOMICS,4.0,ECON(SSS),Yes,Letter Graded,HE1003 & HE2001 & HE2002,HE3111,"This course covers topics in Monetary Economics. Broad areas of coverage include 1. Fiat money, commodity money and inflation. 2. Demand deposit and the role of central bank 3. Money?s interaction with other financial assets 4. Effects of money on saving, investment, and output"
140,HE4022,EMPIRICAL STRATEGY & PROGRAM EVALUATION,4.0,ECON(SSS),Yes,Letter Graded,HE2004 OR HE2005,HE4203,This course helps students to form a foundation in econometric analysis especially those related to modern economic research. Modern econometric skills will be introduced to students through lectures and computer based class projects. The course emphasizes applications of econometric techniques rather than econometric theories. Statistical package will be used to illustrate analysis of real-world data.
141,HE4203,MICROECONOMETRICS & PANEL DATA,4.0,ECON(SSS),Yes,Letter Graded,HE2004 OR HE2005 OR HE3003,"HE3023, HE4022","This course is intended to be a practical guide for students doing applied economic research. Topics covered include causal inference, average treatment effect, randomized experiment, regression adjustment, instrumental variables regressions, panel data, first difference and individual/time fixed effects model, two-way fixed effects model, difference-in-differences, and regression discontinuity design. Students will get hands-on experience with data analysis and causal inference by using statistical packages such as STATA or R. All the econometric methods introduced in the course will be illustrated by extensive empirical examples with real-world data. Practical advice on how to design an empirical research project and how to write an applied economics paper will also be provided."
142,HE5091,PRINCIPLES OF ECONOMICS,3.0,ECON(SSS),Yes,Letter Graded,,"AB0901, HE1001, HE1002","Introduction. Demand and supply. Marginal reasoning and profit maximuzation. Market structure. Externality. Introduction to Macroeconomics. Keynesian Cross Model. Money, banking and financial Institutions. Aggregate demand and aggregate supply. Open economy. International trade."
143,HE5092,ECONOMIC THEORY,3.0,ECON(SSS),Yes,Letter Graded,AB0901 OR HE9091 OR HE5091,,"The aim of this course is to provide a basic understanding of the theoretical foundations of microeconomics and macroeconomics at an intermediate level. The microeconomics component of the course is organized around (a) the theory of households making consumption, saving, and labor-supply decisions, (b) the theory of firms making output-supply as well as input-demand decisions, and (c) the theory of public goods and externality. Based on the microeconomic foundation developed in the first part of the course, the macroeconomics component develops the relevant functions for the three major macroeconomic markets: goods, money, and labor markets. The functions include the consumption function, saving function, investment function, money-demand function, etc. Using these functions, macroeconomic models are formulated to study the effects of various shocks and policy actions on the macro economy. A consistent approach based on the rationality of economic agents is used throughout both the microeconomics and macroeconomics components of the course."
144,AED10A,EDUCATIONAL PSY I:THEORIES & APPL FOR LEARNING & TEACHING,2.0,NIE,Yes,Letter Graded,"For details, refer to https://www.nie.edu.sg/PCHDElectives ",AED106,"This course provides the foundation for understanding the learner, their development and the psychology of learning. Key areas include: Understanding different aspects of pupil development and how these influence the teaching and learning processes. Psychosocial development, stages of moral development and the self-concept, and theories of intellectual development. Application of psychological principles and learning theories to classroom learning; understanding how pupils learn and how some pupils fail to learn; proactive approaches to motivate and enhance learning, develop creative and critical thinking and problem-solving skills. Compulsory Attendance for all sessions."
145,AED23C,CRITICAL REASONING SKILLS FOR EFFECTIVE TEACHING,2.0,NIE,Yes,Letter Graded,,AED233,"The course will equip student teachers with a broad range of critical reasoning skills to develop the thinking and analytical abilities of their pupils in schools. Critical reasoning is based in part on mastery of basic rules of elementary logic, as well as practical reasoning skills. These skills are used for the analysis and evaluation of situations and arguments, as well as the formulation and articulation of good arguments and judgments. By learning how to formulate and articulate good arguments, student teachers will acquire an appreciation of how these critical thinking skills can be used to facilitate multi and inter-disciplinary learning in their teaching. Working in groups, they will design innovative lesson plans that would help to stimulate interest in critical thinking and problem solving among their pupils."
146,AED28B,CRITICAL PERSPECTIVES ON EDUCATION,3.0,NIE,Yes,Letter Graded,,AED105,"This course takes a multi-disciplinary approach to expose student teachers to the broad concerns and challenges in contemporary educational thought and practice. Topics include contemporary beliefs about the values and purpose of education as well as issues dealing with curriculum and pedagogy. The course will also explore the challenges of dealing with issues like inequality and elitism. These topics and issues will be rigorously examined with a view to stimulating individual reflection and class discussion. In the process of exploring these issues student teachers will be encouraged to reflect on what it takes in terms of skills, knowledge, and attitude to become a good teacher."
147,AED38A,MOTIVATING PUPILS TO LEARN,3.0,NIE,Yes,Letter Graded,"For details, refer to https://www.nie.edu.sg/PCHDElectives ","AED380, HP3501","This course is designed to help students understand the theoretical and practical considerations regarding motivating pupils in the classroom. Opportunities will be provided for participants to examine themes such as the psychological principles affecting pupil's learning, motivation and its relationship to classroom learning and pupil behavior, and theories of motivation. Throughout the course, students will be making connections of theory to practice - examining effective strategies to motivate reluctant and disinterested learners and designing and evaluating motivational strategies in the classroom. Compulsory attendance for all sessions."
148,AED38B,FACILITATING ASYNCHRONOUS ONLINE DISCUSSION,3.0,NIE,Yes,Letter Graded,Classes start in Week 2 ,AED381,"This course will discuss how the asynchronous online discussion can be used as an effective instructional strategy within primary and secondary school contexts. The topics covered will include the integration of the asynchronous collaborative online discussion environment with the face-to-face approach, the role of the teachers in designing and evaluating the environment, and the use of scaffolds in the online discussion environment to facilitate critical thinking skills."
149,HC2017,"WRITING PLACES: NATIVISM, ECOLOGY, POLITICS",3.0,CHIN(SOH),Yes,Letter Graded,HC1001,,"This course examines the writings on place from the 1930s onward. It explores the changing focus and meaning in the literary or cinematic rendering of different locales. While a place can be the anchor of identity, site of cultural memory and practice, and refuge for dwelling, such meanings are not given but very much the work of cultural imagination and creation. How do literature and cinema contribute to creating a sense of place and confer an identity on a place, under what circumstances and to what political and cultural effects? As the deepening environmental crises increasingly ravages our natural world, how do the writings on places document environmental degradation? How do their otherworldly portrayals - be them industrial, postindustrial, heterotopic, dystopic, etc. - shed light on our collective reality and engage our senses and intellect to promote possible social change? These are the important questions we will discuss in this course."
150,CS2190,CINEMA & THE ENVIRONMENT,3.0,CS,Yes,Letter Graded,,,"This course provides a grounding in ecocritical theory and the relevant fields of postcolonial studies and ecofeminism. It also introduces film analysis from an ecocritical angle, using a series of films as case studies in ecocriticism and its cognate fields. The course will explore the agenda and rhetorical strategies of more obviously environmentalist filmmaking, as well as examining fiction films that reflect environmentalist concerns in more abstract or allegorical ways. It will thus equip students interested in environmental politics and cinema to recognize and interrogate the assumptions that link popular culture to environmental history and discourse."
151,ES2202,GLOBAL ENVIRONMENTAL POLITICS & GOVERNANCE,4.0,EESS(ASE),Yes,Letter Graded,ES1001,,"The increasing global population, combined with rising incomes, means the world's environmental and natural resources are under significant pressure, and environmental politics are now thought of in global terms. Management of the Earth's natural and environmental assets has become a major global focus. Humans have the capacity to protect, alter or destroy natural resources on a grand scale. Regulators confront trade-offs between human wellbeing and profit, guided by greed, emotion or a moral standing as well as informed management approaches. This course aims to provide students with the tools to be able to apply scientific, political, economic and social knowledge to help society resolve issues surrounding the use of natural resources and the conservation of the environment. This understanding will be crucial for Environmental Science majors who wish to work in Government bodies, NGOs or Private Companies in this field."
152,ES2203,GLOBAL ENVIRONMENTAL POLITICS & GOVERNANCE,3.0,EESS(ASE),Yes,Letter Graded,ES1001,,"The increasing global population, combined with rising incomes, means the world's environmental and natural resources are under significant pressure, and environmental politics are now thought of in global terms. Management of the Earth's natural and environmental assets has become a major global focus. Humans have the capacity to protect, alter or destroy natural resources on a grand scale. Regulators confront trade-offs between human wellbeing and profit, guided by greed, emotion or a moral standing as well as informed management approaches. This course aims to provide students with the tools to be able to apply scientific, political, economic and social knowledge to help society resolve issues surrounding the use of natural resources and the conservation of the environment. This understanding will be crucial for Environmental Science majors who wish to work in Government bodies, NGOs or Private Companies in this field."
153,ES5006,ENVIRONMENTAL SUSTAINABILITY,3.0,EESS(ASE),Yes,Letter Graded,Only offered to NBS students as GER-PE (BM) ,,Introduction to Environmental Science Scientific process for solving environmental questions Human Population Chemicals in Our Environment Ecosystems and Biodiversity Land Resources Water Resources Waste and Pollutants Energy Rare Earth Elements Climate Change Environmental Hazards and Human Health
154,HG2027,ECOLINGUISTICS: LANGUAGE & THE ENVIRONMENT,3.0,LMS(SOH),Yes,Letter Graded,,HG0301,"In this course, we will look at how language is used to construct taken-for-granted stories, metaphors and ideologies that perpetuate environmentally harmful modes of human existence. We'll take an eco-critical perspective and develop an analytical toolkit that we'll apply to various discourses, including those referred to as `environmentalist'. We will analyze a wide range of texts (pieces of journalistic, academic and policy writing, excerpts from textbooks, advertisements, mission statements and `about us' sections of various companies and corporations, examples of `green initiatives' and environmentalist campaigning, blogs, literary narratives and poetry), and unpack the main tropes, frames and strategies through which environmentally hazardous discourses become normalized. We will also look for the alternatives that promote ecological harmony. Our major topics include but are not limited to: development, growth, progress, climate change, animal rights, nature-as-resource, individualism, consumerism, culturally constructed images of the ideal body and food consumption. The course will provide a stimulating environment for you to enhance your critical thinking skills and acquire concepts that will serve you well in many prospective careers, especially in industries with environmental and sustainability concerns. And those are many."
155,HS2023,ENVIRONMENTAL SOCIOLOGY,3.0,SOC(SSS),Yes,Letter Graded,HS1001 OR HU9001,,"This course provides a critical survey of key theories and issues in environmental sociology. Beginning with an overview of environmental problems in the contemporary world, we examine the social construction of nature and the development of environmentalism as a concept and a social movement. In particular, we analyze the challenges of sustainable development and the roles of the state, market, and civil society in responding to environmental issues. Specific issues such as climate change, food security, and renewable energy are studied from a sociological perspective. The course will also consider issues related to environmental inequality and environmental justice."
156,HL1003,SURVEY OF ENGLISH LITERATURE II,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This survey aims to provide a stimulating introductory overview of influential literary works from the Romantics to contemporary writing. While the majority of texts will be drawn from the ""classic,"" or canonical, works of English Literature, we shall also critically question the rationale of a canon-formation that focuses specifically on British writers. We shall trace European influences and debate the impact of popular culture on literary developments. In thus offering the study of a number of canonical and non-canonical texts, we will stress specifically the revolution in poetry achieved by the Romantics, the rise of the novel as a new genre, the experimental nature of nineteenth and twentieth-century literature, the impact of modernism and postmodernism, and the ways these developments have defined our understanding of literature and culture."
157,HL1005,INTRODUCTION TO SINGAPORE LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This course introduces you to canonical texts in Singapore literature from the twentieth and twenty- first centuries. You will develop knowledge and understanding of a variety of forms including poems, novels, memoirs, films, and plays. Themes include: the formation of Singapore as a nation- state and the development of national identity; tensions in the usage of ""standard"" and colloquial English; multiculturalism and the negotiation of social constraints within different communities."
158,HL1006,INTRODUCTION TO AMERICAN LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,This course introduces you to canonical texts in American literature from the colonial era to the present. Periods may include: the colonial and revolutionary eras; the American Renaissance; Romanticism and realism; modernism and postmodernism. You will learn to read American literature in relation to its social and historical context and develop knowledge and understanding in the beliefs and self-conceptions that underpin the United States of America. ELAH students - can be taken as Major Prescribed Electives BUT CANNOT be taken to fulfil subject categories
159,HL2001,MEDIEVAL LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001(Corequisite),,"This is a comprehensive introduction to medieval English literature, with a focus on the Middle English period. Middle English literature embraces an astonishing variety of genres and subjects, from the aggressive debate of 'The Owl and the Nightingale' to the painful tragedy (and some comedy) of Chaucer's Troilus and Criseyde. In exploring this diversity, we will question the traditional view of the Middle Ages as a monolithic ""Age of Faith"" that can be neatly opposed to our own modernity. The course thus aims to consider early English literature in light of important historical and cultural changes during the Middle Ages. Selected texts will be read in Middle English with the help of a glossary; no experience reading Old or Middle English is required."
160,HL2005,VICTORIAN LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"Victorian Literature introduces a selection of literary works from the nineteenth century, while drawing attention to neglected aspects of this extremely versatile, fast changing, and intriguingly self-conscious age. The course aims to foster excitement about the indeterminacies, doubts, and fissures that shaped the Victorian period's greatest cultural achievements. At the same time, we shall critically reconsider the many legacies of the shifts it saw in epistemological, cultural, and specifically literary conceptualisations. This module provides an overview of the most important works, themes, and concerns of the Victorian age, one of the most prolific periods of English literature. You will learn how to analyze, discuss, and write criticism about canonical texts and the popular culture of the time. You will also be encouraged to evaluate critically your attitudes and responses to ""the Victorians""."
161,HL2006,MODERNISM,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This course surveys Modernist Literature in English, spanning from the turn of the century to the 1930s. This time period is marked by developments that were both exciting and disturbing for artists: Heisenberg?s ?uncertainty principle?; Einstein?s theory of relativity (1913-6); WWI (1914-1918), which silenced the suffrage movement in England and resulted in historical, geographical, psychological, and cultural fragmentation; the Easter Rising in Dublin (1916); the world reinterpreted through Marx, Freud, Darwin and Nietzsche; an accelerated growth of capitalism and industry; and technological modernization through inventions like the telephone, phonograph, wireless, x-ray, cinema, automobile, and airplane, all of which changed our sense of time and space. These radical shifts often resulted in a sense of anxiety: a loss of faith in reliable narratives, language, and the role of the artist. Artists also, however, saw this change as opening new ways of representing the world, allowing them to create new systems of meaning through their artistic forms and aesthetics. Together, we will close read the literature of this period in order to begin to understand the preoccupations and formal innovations of the modernist writer."
162,HL2007,CONTEMPORARY LITERATURE & CULTURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This subject seeks to investigate various fictional images of an oft-tumultuous contemporary world from the mid twentieth century to the present. The contemporary is multi-faceted and represents a truly cosmopolitan series of landscapes and contemporary authors are alert to the strains of contemporary music, influenced by film and television, conscious of the prevalence of visual imagery. Many contemporary authors engage with the relativisation of various kinds of values and we will closely consider the ways in which this tendency continually resurfaces."
163,HL2021,LITERATURE OF EMPIRE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"In this module we will be focusing on literature produced in response to the historical experience of Empire. We will look at the way in which literary narratives have been used to legitimize the imperial project - justifying its `civilizing mission', reinforcing certain racial stereotypes and hierarchies, and contributing to an archive of knowledge on colonial subjects and territories. However this complicity between literature and Empire is only part of the story. We will also be exploring the ambivalence that so often haunts the peripheries of imperial narratives, and examining the way in which literature has served to critique colonial ideologies and practices. Our discussion will be wide-ranging, both historically and geographically. Although literature will be our primary focus, the module will also include analyses of Herge's"
164,HL2028,NINETEENTH CENTURY AMERICAN LITERATURE & CULTURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001(Corequisite),,"This course surveys the development of a distinctly American literary culture and history in the nineteenth century. In exploring this expanding terrain, we will encounter new genres and media, consider the impact of race and gender on ideas of freedom and democracy, and assess the formation of an American canon. Our goal is a critical familiarity with texts that have claimed a place in American literary history and the social movements that produced them."
165,HL2029,AMERICAN MODERNISM,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This course analyzes and interprets American culture mostly from the first half of the twentieth century, including fiction, poetry, and film, looking at the way that the conditions of modernity engendered new forms that go beyond the earlier novel/romance dichotomy. We'll study realism (Cather); naturalism in its classic, modernist, and Depression-era forms (London, Stein, Steinbeck, respectively); as well as classic modernists Eliot, Hemingway, and West, examining their experiments involving perspective, language, history, memory, and the surreal. We'll study the dark filmic vision of film noir, focusing on patterns of corrupt morality, cold passion, and dehumanizing modernity. The short fiction of the Southern Catholic writer Flannery O'Connor will be discussed in terms of the grotesque and the cultural division of country and city. We'll read Naked Lunch, Burroughs' shockingly experimental work examining power and addiction. We'll conclude with a novel by Robinson that evokes a hybrid world of nature and domesticity through non-hierarchical, non-individualized discourse."
166,HL2030,POST 1945 AMERICAN LITERATURE & CULTURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001(Corequisite),,"Through the interpretation and study of selected works of American literature and culture from 1945 to the present, we will consider the ways that writers respond to changes in the economic, political, and social conditions of the United States during the postmodern era. While some writers reassert long-standing themes such as the individual's quest for freedom defined against the constrictions of status-quo, domestic life (Kerouac, Ginsberg, Morrison, the Confessional Poets), others pose intellectual questions about language and meaning through metafictional innovation (Nabokov, Vonnegut, Barth) or confront national myths such as the American Dream (Dylan, Mamet) and the romance of the Western frontier (McCarthy). In an age where mass culture has replaced intellectual literacy, contemporary American authors ponder the place of the novelist in the world (DeLillo), reflect on the meaning of ethnic identity (Walker), and seek out a critical perspective from which to view the present"
167,HL2032,AFRICAN LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001 (Applicable to ELH),,"This module explores a diverse range of African literatures - including works from Nigeria, Kenya, Egypt and South Africa. It will offer an historical account of the emergence and development of these national literatures, while also focusing on some of the major social and political issues they address. Of particular interest will be the epochal impact of colonialism, the conflict between tradition and modernity, the disillusionment of Independence, and the numerous challenges faced by postcolonial African societies. We will also be discussing the significance of the oral tradition in African literature, and the controversy surrounding its use of English, the language of the colonizer. Although literature will be our primary focus, the module will include an analysis of the South African film Tsotsi, and will introduce students to a number of important theoretical concepts in the field of postcolonial studies."
168,HL2046,OLD NORSE LANGUAGE & LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"Old Norse-Icelandic literature-the literature of medieval Iceland- is one of the richest vernacular literatures of medieval Europe, spanning poetry and prose works covering a multitude of modes and genres: mythological; historiographical; religious; panegyric; legendary; fictional; realistic. It also has a special relationship with Anglophone literature and culture, having had an outsized influence on it from the Victorian era to the present day, and proving to be powerful inspiration for such varied authors such as Walter Scott, William Morris, J. R. R. Tolkien, W. H. Auden and Seamus Heaney, as well as the entire genre of fantasy literature, and, to a lesser extent, historical fiction. Today its influence stretches to other media forms beyond the written word, from music to film to television to video games. This module will provide an introductory overview to the language and literature of medieval Iceland. Each class would contain both literary and linguistic components. The linguistic training is designed to cultivate a basic linguistic proficiency to enable original-language engagement with the literary works. The literary material and discussions will cover not only issues of style, genre and historical context, but also interconnected philological questions such as textual preservation and transmission, transcultural intertextuality (i.e. the influence of works from other European literary cultures), and the relationship between vernacular and liturgical language. In offering a broad introduction to this influential medieval literary culture, the module will also serve as a useful foundation for students interested in questions of medievalism in Victorian literature, historical fiction and fantasy literature, amongst other subjects."
169,HL3003,FILM & LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001 OR FL8001 (Min Grade :B),,"This course is about more than just literature adaptations. In what ways, we shall ask, are texts transformed from one genre to another? If turning a book into a film is perhaps the most obvious form of what we understand under adaptation and what we conceive of as the most often expected link between literature and film, how do films impact on how we read? In this module, we shall critically analyse the shifting,ambiguous, and yet creative, two-way relationship between film and literature. This course investigates the shifting, ambiguous, and creative two-way relationship between film and literature. You will learn to analyze film adaptations and assess their impact on the reception of the source texts. It develops your skills in close reading, trains you in the theory and practice of adaptation, and enhances your knowledge and understanding of genre. Please refer to the planned weekly schedule for a specific list of topics."
170,HL3007,POSTCOLONIAL LITERATURE,3.0,ELH(SOH),Yes,Letter Graded,HL1001(Corequisite),,"This course explores competing versions of cosmopolitan and nationalitarian identity through a survey of important works by writers from nearby emerging economies (Malaysia and the Philippines). Among other matters, existential issues raised by urbanisation and industrial development will be addressed. The search for an idiom and imagery appropriate to a Southeast Asian locale, the challenge posed by primordialism, the issue of alternative modernities and the need to fashion a usable past from disparate material are other topics handled by the course. Students will be encouraged to formulate a first-cut analysis of where they place themselves with regards to these questions and concerns."
171,HL3030,MAJOR AUTHOR STUDY: SHAKESPEARE,3.0,ELH(SOH),Yes,Letter Graded,HL1001,AAR23E,"In this course, you will examine and study the literary and historical impact of Shakespeare's works; you will also learn about to major theoretical frameworks that have influenced the development of Shakespeare Studies over the last few decades."
172,HL3036,THE HISTORY OF THE BOOK,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"In The History of the Book you will explore the impact of the book as an object and a technology, from medieval manuscripts to e-readers. You will examine examples of books from different periods, both to understand how book production changed over time and to explore broader questions about the nature of texts, their reception, and their associated communities and contexts. By learning how books were made and used, you will gain a clearer appreciation of how culture was shaped by the development of books, and how it shaped the development of books in turn. The archival and research skills you learn during this course will serve you in future research projects. This course explores the influence of the book as a force in history and literature from the medieval period to the present. It will include hands-on examination of books and manuscript fragments as well as discussion of books as objects, social forces, and vehicles for text."
173,HL3044,THE LEGENDS OF KING ARTHUR,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"Who was King Arthur, and how did he evolve into the household name that he is today? Where did the legends of his knights originate, and how did they develop over time? How widespread were the Arthurian legends across medieval Europe, and what made them so appealing to authors of English literature in more recent centuries? These are some of the questions to be explored on this module, which surveys the long development of several of the major narratives involving King Arthur and his knights, stretching from their medieval origins to modern literary adaptations. The first half of the module focusses on medieval texts, all of which will be studied in translation. You will gain an understanding of the generic, stylistic and thematic individuality of these medieval texts, as well as an awareness of the ways in which each text reflects the composer's explorations of the fundamental moral questions underpinning themes such as chivalric heroism and romantic love. The second half of the module turns towards modern reception, and here you will explore the changing significance and reimaginations of the Arthurian tradition in the nearer past. As Arthurian adaptations and reinventions continue to be produced and to occupy the public consciousness in the twenty-first century, this module seeks to offer you a sense of the enduring qualities of the legends of the `once and future king'."
174,HL3045,THE POETRY OF PRECARITY,3.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This course will introduce you to the different aesthetic models and figurative tools poets across different time periods used to come to terms with political, economic, and social insecurity. You will examine poetry from a variety of genres (pastorals, georgics, elegies, sonnets, free-verse) alongside work in other fields, including anthropology, environmental studies, and sociology. In doing so, you will not only consider the experiences of precarity and the structures that enable it from a variety of cultural perspectives, but also experiment with understanding contemporary experiences of precarity from a historical point-of-view."
175,HL4009,POPULAR LITERATURE & CULTURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001,,
176,HL4028,SCIENCE & LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001 OR ST9001(Corequisite),,"This course will investigate various treatments of science by literature according to both traditional and contemporary (postmodern) theories within the philosophy of science. According to Jean Francois Lyotard, scientific knowledge has traditionally been legitimated for being either emancipatory, or according to how it assists in the realization of a unified scientific whole. Texts by Ibsen and Glaspell provide an opportunity for investigating the poignancy of the first of these legitimation narratives, while texts by Ursula LeGuin and John Banville will help us evaluate the second legitimation narrative. Finally, we will conclude the semester by questioning whether scientific knowledge is, as Foucault suggests, ?linked in a circular relation with systems of power which produce and sustain it, and to effects of power which it induces and which extend it. A regime of truth; - relevant texts to this discussion are Thomas Pynchon's The Crying of Lot 49 and Darren Aronofsky's Pi."
177,HL4030,SCOTTISH LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001,HL3031,To understand the main trends and characteristics of Scottish literature and the literary theories applied to it. To comprehend Scottish literature in a historical context. To understand the development of Scottish literature through a study of its key texts. To learn the ways in Scottish literature has both influenced and been influenced by the major literary movements or eras.
178,HL4034,BRITISH ASIAN LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001,HL2013,"In the first three novels (by Syal, Ali and Mo respectively), we will look at how writers depict double-consciousness, how they negotiate subject positions within and between different socio-cultural traditions/formations. With the last two novels (by Gunesekera and Gupta respectively), we will engage definitional concerns, that is, we will look at how writers try to escape the perennial absorptionism versus enclavism debate that constrains 'minority writing.'"
179,HL4039,ADVANCED STUDIES IN CHILDREN'S LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001,,"Identifying a series of critical concepts essential to the conceptualization and production of early children's literature (among them easiness, gradation, and abridgment), we will consider how eighteenth- and nineteenth-century writers have sought to convey challenging themes to young audiences as comprehensi bly, appealingly, and, at times, intensively as possible. How is the threat of child mortality treated in the New-England Primer's rhyming alphabet (1727) and Christina Rossetti's verse parable Goblin Market (1862)? How do Isaac Watts and George MacDonald respond differently to the challenge of introducing young readers to Christian theology? What taxonomic comparisons might we locate between John Newbery's eighteenth-century compendiums and Victorian children's magazine? This course will also develop students' skills in using archival databases such as Eighteenth-Centurey Collections Online and Nineteenth-Century Collections Online."
180,HL4041,STUDIES IN ART CRITICISM & CULTURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001,,You will learn about the historical origins of art criticism and art history. You will gain an understanding of the conceptual and theoretical issues raised in the course and will develop appropriate analytical skills in the process. You will gain an understanding of key schools of thought and philosophy in art criticism and their relationship(s) to important movements and trends in art history. You will develop your own critical approach to writing about art.
181,HL4042,BEING HUMAN IN FILM & LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001 OR HJ5001,,"In this course, we regard the `human' as (1) an evolving concept and (2) a lived experience. As a concept, we trace the theoretical understanding of the human from humanism, transhumanism to posthumanism. As a lived reality, we consider our place in the shifting relations between the human, the nonhuman and our environments. By close reading selected films, literary works and critical writings, we will explore encounters between the humanities and the sciences to rethink our relationship with our immediate reality. Our central question is: What does it mean to be human in the face of rapid technological advances, digitalization, climate change and the destruction of biodiversity?"
182,HL4043,POSTMODERNISM,4.0,ELH(SOH),Yes,Letter Graded,HL1001,HL3013,"You will develop a comprehensive understanding of the textual and theoretical issues raised in the course, and will develop appropriate analytical skills in the process. More specifically, this module teaches you the skills and vocabulary required to respond to an array of postmodern literary and filmic texts. You will learn how to analyze and evaluate a diverse range of literary forms and genres, relevance to the period. Special attention will be focused on the manner in which grand narratives are relativized and students will learn to independently assess various completing arguments, whilst developing your research skills. The course will also require you to engage with critical theorists of the period, including the work of key theorists such as Patricia Waugh, Brian McHale, Linda Hutcheon, and others."
183,HE3010,MONEY & BANKING,3.0,ECON(SSS),Yes,Letter Graded,HE2002,HE2007,"This course offers a systematic analysis of monetary theories and the financial system. Apart from exposing you to different approaches in monetary analysis, the course places a special emphasis on the up-to-date analysis of how costs affect financial structure and monetary policy. The course will cover the structure and importance of the financial system, the functions of money, behavior of interest rates, financial structure and asymmetric information, bank management and regulation, debates on macroeconomic and monetary policies, the targets and instruments of monetary policies, the transmission mechanism of monetary policy and its effectiveness, money and inflation, rational expectations and its applications."
184,EE5093,ENERGY DEVICES FOR SUSTAINABLE URBAN ENVIRONMENT,3.0,EEE,Yes,Letter Graded,,,"Energy devices for sustainable urban environment is an introduction to the sustainability concept, the basic operating principles and applications of various sustainable energy devices: from harvesting energy devices to energy storage. Some examples are photovoltaic devices used for solar energy conversion, thermoelectric devices for thermal energy harvesting, turbines for wind energy harvesting and electrochemical devices (super capacitors or batteries) for renewable energy storage. The course will also introduce current trends in the energy market as well as forecast for the future. Contents: Sustainability Concepts, Crystalline Solar Cells, Thin Film Solar Cells, Thermo-Energy Devices, Other renewable energy sources and devices, Supercapacitors, Batteries, Recent advances in energy device research, Smart Power Grid."
