,Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information
1575,SC4021,INFORMATION RETRIEVAL,3.0 AU,NA,No,Letter Graded,SC2001 OR MH1403,"CE4034, CZ4034","This course aims to involve students in a technical way to understand and build information retrieval systems. They were expected to master the basic concepts and building blocks for information retrieval systems. In addition, applications in artificial intelligence were also introduced to get students acquainted with state of the arts."
1576,SC4023,BIG DATA MANAGEMENT,3.0 AU,NA,No,Letter Graded,Year 3 Standing SC2207,"CE4123, CZ4123","We are in the 'Big Data' era - an extremely large amount of data is created every day. The world of data management has dramatically changed in the 'Big Data' era. This is primarily driven by multiple factors including cheaper storage costs, increasing availability of sensors, smart devices, social software, and availability of cloud computing infrastructure, and cheaper processing cost of large volumes of data due to dramatic advances in modern hardware (e.g., solid state disk, multicore CPUs, large memory). This seismic impact of big data has led to increasing demand in building scalable data infrastructures toward supporting real-world applications. This course aims to provide a broad understanding of big data and current technologies in managing and processing them. Key topics covered in this course include big data 5V's, memory hierarchy and its relation to big data systems, distributed storage and computation of big data, as well as NoSQL key-value stores. Upon completion of this course, you will learn to evaluate issues associated with big data management, learn how the data is stored in a distributed system and how queries and analytics run in parallel, and understand the design philosophy of real-world key-value stores."
1577,SC4031,INTERNET OF THINGS: COMMUNICATIONS & NETWORKING,3.0 AU,NA,No,Letter Graded,SC2008,"CE4171, CZ4171","The objective of this course is to introduce Internet of Things (IoT) technologies with the focus on data communications and networking. The course consists of two complementary components, i.e., wireless communications and wireless networking to support IoT applications and systems. The wireless communications part includes the basics and concepts of wireless transmission technologies such as frequency, power consumption, wireless performance, mobility, wireless standards, medium access control protocols including fixed assignment and random access techniques. The wireless networking part includes the introduction and basics of wireless ad hoc routing, and cellular networks such as cellular system architecture, frequency reuse concept, hexagon geometry, co-channel interference, capacity expansion techniques. In addition to these two major components, the course will also discuss the IoT network architecture, IoT devices and IoT application use cases to provide comprehensive understandings of the entire IoT ecosystem. After attending this course, the students will be able to address the various technical challenges associated with wireless communications and networking to support IoT applications by solving such challenges using the principles learned. In addition, the students will be able to design and evaluate wireless communications and networking systems to support specific IoT applications. The concepts covered in this course are particularly important for those working in fields such as IoT network development, wireless IoT apps implementations, and mobile IoT services."
1578,SC4051,DISTRIBUTED SYSTEMS,3.0 AU,NA,No,Letter Graded,SC2005 & SC2008,"CE4013, CZ4013","This course introduces the concepts and design of distributed systems. 1. Foundations: characteristics of distributed systems, architectural models, fundamental models, interprocess communication. 2. Middleware: remote method invocation, remote procedure call, name services, CORBA. 3. System Infrastructure: distributed file systems, peer-to-peer systems. 4. Distributed Algorithms: clock synchronization, logical and vector clocks, distributed mutual exclusion, election algorithms, consensus algorithms, replication and fault tolerance."
1579,SC4060,VIRTUAL & AUGMENTED REALITY,3.0 AU,NA,No,Letter Graded,Year 3 standing ,"CE4001, CZ4001",Definition of augmented and virtual reality; Human factors and sensory conflict; A generic VR system; 3D real-time computer graphics for VR systems; Physically-based simulation; Virtual reality hardware; Virtual reality software; Virtual reality applications; VRML and X3D; Shared virtual spaces. Each lecture module will be accompanied by typical examination problems and their model solutions which will be studied as hands-on experiences.
1580,SC4242,COMPILER TECHNIQUES,3.0 AU,NA,No,Letter Graded,SC2001 & SC2006,,
1581,CZ2100,PROBABILITY & STATISTICS FOR COMPUTING,3.0 AU,NA,Yes,Letter Graded,MH1810,"CE2100, SC2000","This course aims to develop your foundation in engineering mathematics, particularly in probability and statistics. This course provides the basic engineering mathematics foundation that is necessary for anyone pursuing a computer science and engineering degree course."
1582,CZ3007,COMPILER TECHNIQUES,3.0 AU,NA,No,Letter Graded,CZ2001 & CZ2006 OR CE2001 & CE2006 OR CE2006 & CE2101 OR CZ2006 & CZ2101,,
1583,CZ4001,VIRTUAL & AUGMENTED REALITY,3.0 AU,NA,No,Letter Graded,Year 3 standing ,"CE4001, SC4060",Definition of augmented and virtual reality; Human factors and sensory conflict; A generic VR system; 3D real-time computer graphics for VR systems; Physically-based simulation; Virtual reality hardware; Virtual reality software; Virtual reality applications; VRML and X3D; Shared virtual spaces. Each lecture module will be accompanied by typical examination problems and their model solutions which will be studied as hands-on experiences.
1584,CZ4013,DISTRIBUTED SYSTEMS,3.0 AU,NA,No,Letter Graded,CZ2005 & CZ3006,"CE4013, SC4051","This course introduces the concepts and design of distributed systems. 1. Foundations: characteristics of distributed systems, architectural models, fundamental models, interprocess communication. 2. Middleware: remote method invocation, remote procedure call, name services, CORBA. 3. System Infrastructure: distributed file systems, peer-to-peer systems. 4. Distributed Algorithms: clock synchronization, logical and vector clocks, distributed mutual exclusion, election algorithms, consensus algorithms, replication and fault tolerance."
1585,CZ4015,SIMULATION & MODELLING,3.0 AU,NA,No,Letter Graded,Year 3 standing CZ1007 & CZ1011 OR CZ1107 & CZ2100,"CE4015, SC4054","Basic concepts: system, model, simulation. Different types of simulation: Monte Carlo simulation, continuous system simulation, discrete event simulation. Simulation software: modelling and simulation using Arena. Generating random numbers and random variables for simulation study: LCG, inverse transform, convolution. Analysis of input and output data: MLE, Goodness-of-fit test, confidence interval. Verification and validation: concepts and techniques. Queuing models: properties, performance measures and basic formulas. Comparison of alternative designs: paired-t approach, multiple comparison problem. Variance reduction: CRN, AV."
1586,CZ4031,DATABASE SYSTEM PRINCIPLES,3.0 AU,NA,No,Letter Graded,CZ2001 & CZ2007 OR BC2402 OR CZ2007 & CZ2101,"CE4031, SC3020","Database management systems (DBMS) are designed to manage large and complex data sets. The fundamentals of the implementation of database management systems must be understood by all Computer Science students. This will help students to develop and design software systems utilizing databases, and equip students with the knowledge of managing data of large scale. Moreover, this should be understood by current and future business leaders so that they can offer strategic guidance based on an informed understanding of database business capabilities. This course provides the basis for achieving this goal."
1587,CZ4034,INFORMATION RETRIEVAL,3.0 AU,NA,No,Letter Graded,CZ2001 OR CZ2101,"CE4034, SC4021","This course aims to involve students in a technical way to understand and build information retrieval systems. They were expected to master the basic concepts and building blocks for information retrieval systems. In addition, applications in artificial intelligence were also introduced to get students acquainted with state of the arts."
1588,CZ4041,MACHINE LEARNING,3.0 AU,NA,No,Letter Graded,Year 3 standing CZ1007 & CZ1011 OR CZ1107 & CZ2100 OR CZ1007 & MH2500 OR CZ1107 & MH2500,"CE4041, MH4510, SC4000",This course introduces basic concepts and methodologies for machine learning as well as their applications. Clustering. Dimension Reduction. Classification. Decision Theory. Density Estimation. Classifier Evaluation.
1589,CZ4046,INTELLIGENT AGENTS,3.0 AU,NA,No,Letter Graded,Year 3 standing CZ1007 & CZ1011 OR CZ1107 & CZ2100 OR CZ1007 & MH2500 OR CZ1107 & MH2500,"CE4046, SC4003",Introduction to Intelligent Agents; Deductive Reasoning Agents; Practical Reasoning Agents; Reactive and Hybrid Architectures; Introduction to Multi-Agent Systems and Applications; Working Together; Multi-Agent Interaction; Allocating Scarce Resources ? Auctions; Making Group Decisions; Forming Coalitions.
1590,CZ4052,CLOUD COMPUTING,3.0 AU,NA,No,Letter Graded,Year 3 standing CZ1104 OR CZ1012 OR MH2802,CE4052,"Cloud computing refers to both the applications delivered as services over the Internet and the modern applications powered by these services, collectively known as Software as a Service (SaaS), IaaS (Infrastructure as a Service) and PaaS (Platform as a Service). This course introduces the students to the basic concepts and theory behind cloud computing. Techniques and algorithms in distributed computing that leverages artificial intelligence, machine learning and blockchains, topics that forms an integral part of modern cloud computing and edge/fog computing, will also be covered, along with industrial perspectives. Upon completion, students will be able to understand cloud computing applications that use software frameworks, e.g., MapReduce/Spark, distributed computing services-including database, networking, software, analytics, and intelligence over the Internet to offer faster innovation, flexible resources, and economies of scale."
1591,CZ4055,CYBER PHYSICAL SYSTEM SECURITY,3.0 AU,NA,Yes,Letter Graded,CZ1006 OR CZ1106,"CE4055, SC4015","Cyber physical systems are typically designed as a network of interacting elements with physical input and output, and are characterized by the interaction between the physical world (sensors, user inputs, actuators) and the cyber world (processing, decision making). Cyber physical systems are the driving force behind modern civilization, being integral part of technologies, such as additive manufacturing, smartcard-based payment, power delivery systems, drone-based operations, and smart home automation. Cyber physical systems are characterized by stringent performance requirements, such as, extremely low energy budget, small area footprint and often hard real-time constraints. Due to the pervasive nature of the cyber physical systems in our everyday lives, it also runs the risk of huge security hazards. In this course, we will learn about the basics of cyber physical systems, including the design principles and methodologies. Further, there will be a detailed treatment of the security challenges for cyber physical systems, which vary in practice due to the diverse nature of the application environment of cyber physical systems. These different forms of security breaches, observed across diverse cyber physical systems, will be put in a well-characterized taxonomy, to be systematically identified as attack surfaces. The techniques to handle these attacks will be described in a generic manner, including key management and wireless/RFID communication. The attack surfaces and protection/mitigation principles will then be elaborated with practical case studies, from the representative cyber physical systems such as automotive, smart card systems and smart grid."
1592,CZ4062,COMPUTER SECURITY,3.0 AU,NA,No,Letter Graded,CZ2005,"CE4062, SC3010","This course aims to equip you with foundational knowledge on many important security issues and techniques required for cyber security. You will have the knowledge of different security policies and security models, and have the ability to recognise security features and discover pitfalls in computing systems, including the operating system and software."
1593,CZ4067,SOFTWARE SECURITY,3.0 AU,NA,Yes,Letter Graded,CZ2002 & CZ2005,"CE4067, SC4012","This course aims to develop skills in software security. It focuses on security attacks launched by supplying specially crafted inputs to software components that modify the intended behaviours of those components, and the secure coding techniques (defences). The modified behaviours of the software components become security critical in a connected world where application systems are constructed from a collection of software components. Software developers who are not familiar with software security are likely to omit suitable defences out of ignorance. As such, this course will equip you with the deep knowledge about software security attack and defence techniques, a skill necessary to become IT security experts or professional software developers."
1594,CZ4123,BIG DATA MANAGEMENT,3.0 AU,NA,Yes,Letter Graded,Study Year 3 Standing CZ2007,SC4023,"We are in the 'Big Data' era - an extremely large amount of data is created every day. The world of data management has dramatically changed in the 'Big Data' era. This is primarily driven by multiple factors including cheaper storage costs, increasing availability of sensors, smart devices, social software, and availability of cloud computing infrastructure, and cheaper processing cost of large volumes of data due to dramatic advances in modern hardware (e.g., solid state disk, multicore CPUs, large memory). This seismic impact of big data has led to increasing demand in building scalable data infrastructures toward supporting real-world applications. This course aims to provide a broad understanding of big data and current technologies in managing and processing them. Key topics covered in this course include big data 5V's, memory hierarchy and its relation to big data systems, distributed storage and computation of big data, as well as NoSQL key-value stores. Upon completion of this course, you will learn to evaluate issues associated with big data management, learn how the data is stored in a distributed system and how queries and analytics run in parallel, and understand the design philosophy of real-world key-value stores."
1595,CZ4171,INTERNET OF THINGS: COMMUNICATIONS & NETWORKING,3.0 AU,NA,Yes,Letter Graded,CE3005 OR CZ3006 OR CE2108 OR CZ2108,"CE4171, SC4031","The objective of this course is to introduce Internet of Things (IoT) technologies with the focus on data communications and networking. The course consists of two complementary components, i.e., wireless communications and wireless networking to support IoT applications and systems. The wireless communications part includes the basics and concepts of wireless transmission technologies such as frequency, power consumption, wireless performance, mobility, wireless standards, medium access control protocols including fixed assignment and random access techniques. The wireless networking part includes the introduction and basics of wireless ad hoc routing, and cellular networks such as cellular system architecture, frequency reuse concept, hexagon geometry, co-channel interference, capacity expansion techniques. In addition to these two major components, the course will also discuss the IoT network architecture, IoT devices and IoT application use cases to provide comprehensive understandings of the entire IoT ecosystem. After attending this course, the students will be able to address the various technical challenges associated with wireless communications and networking to support IoT applications by solving such challenges using the principles learned. In addition, the students will be able to design and evaluate wireless communications and networking systems to support specific IoT applications. The concepts covered in this course are particularly important for those working in fields such as IoT network development, wireless IoT apps implementations, and mobile IoT services."
1596,ML0002,CAREER POWER UP!,1.0 AU,NA,Yes,Pass/Fail,ML0001,AB1001,"In today's competitive world, it is essential that students learn the crucial career skills early to ensure they have a competitive edge sharpened with a heightened sense of workplace values and ethics. This course imparts to students practical skills needed to survive and succeed in the modern workplace while emphasizing on professional ethics. All students will be exposed to effective business communication and workplace skills ranging from building relationship with different personalities, understanding of cross-cultural diversity, inter-cultural communication, conflict management, problem solving and decision making, time management, planning and organization, team work, and more. Following which they will learn how to network and dine with proper etiquette in professional settings. Lastly, to aid them in their transition to the working life, the course will impart the skills behind coping and succeeding in a new workplace, while upholding high standard of work ethics."
1597,SC2000,PROBABILITY & STATISTICS FOR COMPUTING,3.0 AU,NA,Yes,Letter Graded,MH1810,"CE2100, CZ2100","This course aims to develop your foundation in engineering mathematics, particularly in probability and statistics. This course provides the basic engineering mathematics foundation that is necessary for anyone pursuing a computer science and engineering degree course."
1598,SC3010,COMPUTER SECURITY,3.0 AU,NA,No,Letter Graded,SC2005,"CE4062, CZ4062","This course aims to equip you with foundational knowledge on many important security issues and techniques required for cyber security. You will have the knowledge of different security policies and security models, and have the ability to recognise security features and discover pitfalls in computing systems, including the operating system and software."
1599,SC3020,DATABASE SYSTEM PRINCIPLES,3.0 AU,NA,No,Letter Graded,SC2207,"CE4031, CZ4031","Database management systems (DBMS) are designed to manage large and complex data sets. The fundamentals of the implementation of database management systems must be understood by all Computer Science students. This will help students to develop and design software systems utilizing databases, and equip students with the knowledge of managing data of large scale. Moreover, this should be understood by current and future business leaders so that they can offer strategic guidance based on an informed understanding of database business capabilities. This course provides the basis for achieving this goal."
1600,SC4000,MACHINE LEARNING,3.0 AU,NA,No,Letter Graded,Year 3 standing SC1004 & SC1007 & SC2000,"CE4041, CZ4041, MH4510",This course introduces basic concepts and methodologies for machine learning as well as their applications. Clustering. Dimension Reduction. Classification. Decision Theory. Density Estimation. Classifier Evaluation.
1601,SC4003,INTELLIGENT AGENTS,3.0 AU,NA,No,Letter Graded,Year 3 standing SC1007 & SC2000 OR MH2500 & SC1007,"CE4046, CZ4046",Introduction to Intelligent Agents; Deductive Reasoning Agents; Practical Reasoning Agents; Reactive and Hybrid Architectures; Introduction to Multi-Agent Systems and Applications; Working Together; Multi-Agent Interaction; Allocating Scarce Resources ? Auctions; Making Group Decisions; Forming Coalitions.
1602,SC4012,SOFTWARE SECURITY,3.0 AU,NA,Yes,Letter Graded,SC2002 & SC2005,"CE4067, CZ4067","This course aims to develop skills in software security. It focuses on security attacks launched by supplying specially crafted inputs to software components that modify the intended behaviours of those components, and the secure coding techniques (defences). The modified behaviours of the software components become security critical in a connected world where application systems are constructed from a collection of software components. Software developers who are not familiar with software security are likely to omit suitable defences out of ignorance. As such, this course will equip you with the deep knowledge about software security attack and defence techniques, a skill necessary to become IT security experts or professional software developers."
1603,SC4015,CYBER PHYSICAL SYSTEM SECURITY,3.0 AU,NA,Yes,Letter Graded,SC1006,"CE4055, CZ4055","Cyber physical systems are typically designed as a network of interacting elements with physical input and output, and are characterized by the interaction between the physical world (sensors, user inputs, actuators) and the cyber world (processing, decision making). Cyber physical systems are the driving force behind modern civilization, being integral part of technologies, such as additive manufacturing, smartcard-based payment, power delivery systems, drone-based operations, and smart home automation. Cyber physical systems are characterized by stringent performance requirements, such as, extremely low energy budget, small area footprint and often hard real-time constraints. Due to the pervasive nature of the cyber physical systems in our everyday lives, it also runs the risk of huge security hazards. In this course, we will learn about the basics of cyber physical systems, including the design principles and methodologies. Further, there will be a detailed treatment of the security challenges for cyber physical systems, which vary in practice due to the diverse nature of the application environment of cyber physical systems. These different forms of security breaches, observed across diverse cyber physical systems, will be put in a well-characterized taxonomy, to be systematically identified as attack surfaces. The techniques to handle these attacks will be described in a generic manner, including key management and wireless/RFID communication. The attack surfaces and protection/mitigation principles will then be elaborated with practical case studies, from the representative cyber physical systems such as automotive, smart card systems and smart grid."
1604,SC4021,INFORMATION RETRIEVAL,3.0 AU,NA,No,Letter Graded,SC2001 OR MH1403,"CE4034, CZ4034","This course aims to involve students in a technical way to understand and build information retrieval systems. They were expected to master the basic concepts and building blocks for information retrieval systems. In addition, applications in artificial intelligence were also introduced to get students acquainted with state of the arts."
1605,SC4023,BIG DATA MANAGEMENT,3.0 AU,NA,No,Letter Graded,Year 3 Standing SC2207,"CE4123, CZ4123","We are in the 'Big Data' era - an extremely large amount of data is created every day. The world of data management has dramatically changed in the 'Big Data' era. This is primarily driven by multiple factors including cheaper storage costs, increasing availability of sensors, smart devices, social software, and availability of cloud computing infrastructure, and cheaper processing cost of large volumes of data due to dramatic advances in modern hardware (e.g., solid state disk, multicore CPUs, large memory). This seismic impact of big data has led to increasing demand in building scalable data infrastructures toward supporting real-world applications. This course aims to provide a broad understanding of big data and current technologies in managing and processing them. Key topics covered in this course include big data 5V's, memory hierarchy and its relation to big data systems, distributed storage and computation of big data, as well as NoSQL key-value stores. Upon completion of this course, you will learn to evaluate issues associated with big data management, learn how the data is stored in a distributed system and how queries and analytics run in parallel, and understand the design philosophy of real-world key-value stores."
1606,SC4031,INTERNET OF THINGS: COMMUNICATIONS & NETWORKING,3.0 AU,NA,No,Letter Graded,SC2008,"CE4171, CZ4171","The objective of this course is to introduce Internet of Things (IoT) technologies with the focus on data communications and networking. The course consists of two complementary components, i.e., wireless communications and wireless networking to support IoT applications and systems. The wireless communications part includes the basics and concepts of wireless transmission technologies such as frequency, power consumption, wireless performance, mobility, wireless standards, medium access control protocols including fixed assignment and random access techniques. The wireless networking part includes the introduction and basics of wireless ad hoc routing, and cellular networks such as cellular system architecture, frequency reuse concept, hexagon geometry, co-channel interference, capacity expansion techniques. In addition to these two major components, the course will also discuss the IoT network architecture, IoT devices and IoT application use cases to provide comprehensive understandings of the entire IoT ecosystem. After attending this course, the students will be able to address the various technical challenges associated with wireless communications and networking to support IoT applications by solving such challenges using the principles learned. In addition, the students will be able to design and evaluate wireless communications and networking systems to support specific IoT applications. The concepts covered in this course are particularly important for those working in fields such as IoT network development, wireless IoT apps implementations, and mobile IoT services."
1607,SC4051,DISTRIBUTED SYSTEMS,3.0 AU,NA,No,Letter Graded,SC2005 & SC2008,"CE4013, CZ4013","This course introduces the concepts and design of distributed systems. 1. Foundations: characteristics of distributed systems, architectural models, fundamental models, interprocess communication. 2. Middleware: remote method invocation, remote procedure call, name services, CORBA. 3. System Infrastructure: distributed file systems, peer-to-peer systems. 4. Distributed Algorithms: clock synchronization, logical and vector clocks, distributed mutual exclusion, election algorithms, consensus algorithms, replication and fault tolerance."
1608,SC4054,SIMULATION & MODELLING,3.0 AU,NA,No,Letter Graded,Year 3 standing SC1007 & SC2000,"CE4015, CZ4015","Basic concepts: system, model, simulation. Different types of simulation: Monte Carlo simulation, continuous system simulation, discrete event simulation. Simulation software: modelling and simulation using Arena. Generating random numbers and random variables for simulation study: LCG, inverse transform, convolution. Analysis of input and output data: MLE, Goodness-of-fit test, confidence interval. Verification and validation: concepts and techniques. Queuing models: properties, performance measures and basic formulas. Comparison of alternative designs: paired-t approach, multiple comparison problem. Variance reduction: CRN, AV."
1609,SC4060,VIRTUAL & AUGMENTED REALITY,3.0 AU,NA,No,Letter Graded,Year 3 standing ,"CE4001, CZ4001",Definition of augmented and virtual reality; Human factors and sensory conflict; A generic VR system; 3D real-time computer graphics for VR systems; Physically-based simulation; Virtual reality hardware; Virtual reality software; Virtual reality applications; VRML and X3D; Shared virtual spaces. Each lecture module will be accompanied by typical examination problems and their model solutions which will be studied as hands-on experiences.
1610,CC0001,INQUIRY & COMMUNICATION IN AN INTERDISCIPLINARY WORLD,2.0 AU,NA,Yes,Letter Graded,,"AB0601, HW0105, HW0106, HW0111, HW0128, HW0188, HW0209","Researchers agree that writing is a tool for thinking (Menary, 2007; Klein & Boscolo, 2016; Miller and Jurecic, 2016; Reis, n.d.). As Reis explains, 'The bodily act of writing externalizes our thoughts, and the imposed structure (the written word) provides a vehicle by which those thoughts may be reorganized into new thinking, a new way of seeing the thoughts or a new way of organizing thoughts.' Miller and Jurecic similarly argue that 'writers discover what they think not before they write but in the act of writing' (2016, p. 60). One of the main aims of this course is to allow you to experience writing as a tool for thinking and to practice expressing ideas in formal writing and oral communication. While you will have the opportunity to understand and practice the genre conventions that are specific to your discipline later in your studies, this first common communication course is designed to help you form habits of mind that will serve you across the university and even in the world outside of the university. Taken by all first-year undergraduates, this foundational course will develop your written and oral communication skills, as well as your ability to read and analyze texts. It will help you to understand revision as integral to the process of composition, to convey your interpretations and ideas with confidence and clarity, and to consider audience and purpose when you communicate."
1611,CC0002,NAVIGATING THE DIGITAL WORLD,2.0 AU,NA,Yes,Letter Graded,,AB1401,"With digitalization now becoming the new normal in our daily life, this course seeks to equip students from different disciplines with problem-solving techniques with the aid of computers and to enable them to acquire some common but essential digital skills that are crucial in today's workforce. In this course, students will learn how to apply the concept of computational thinking and quantitative reasoning to solve problem and analyse data. They will also learn how to identify online threats and understand the principles of ethics and intellectual property rights in the digital world. They will also be exposed to current issues in the digital world, which they can better understand through the logics of computational thinking and quantitative reasoning, such as cybersecurity and the rise of fake news. In addition, students will also learn how to use some of the latest online tools for effective presentation, communication, and collaborative skills in teams while learning the course."
1612,CC0003,ETHICS & CIVICS IN A MULTICULTURAL WORLD,2.0 AU,NA,Yes,Letter Graded,,,"This course aims to equip students with the philosophical foundations necessary to understand theories of ethics and subsequently apply those theories to real-life scenarios and issues. It also aims to enable students to critically assess the civic institutions that structure their local and global communities. To these ends, the course will examine the nature of ethics, its understanding across different cultures, and how it is manifested in concepts, social structures, and governance institutions. Topics to be explored include human rights, democracy, freedom of speech, inequality, and sexuality. The rights and duties of citizenship shall be a unifying theme. Students will think through assumptions they hold on all of these matters. They will be provided with the tools to understand various and even contradictory perspectives on these important issues."
1613,CC0005,HEALTHY LIVING & WELLBEING,3.0 AU,NA,Yes,Letter Graded,,,"This course is part of the NTU 2025 Education - Common Foundational & Interdisciplinary Collaborative Curriculum (ICC). It aims to provide multi-disciplinary competence in a cross-disciplinary, collaborative learning environment, with student interaction and collaboration across schools as a key learning foundation. As the title connotes, the main objective of this undergraduate course is to examine what constitutes living a good, healthy and flourishing life. According to research, individuals around the world pursue this 'flourishing life' in different ways, be it through improving one's physical fitness, seeking authentic relationships with others, or making a positive change in the environment. Thus, knowing and understanding how the different components of a 'good life' contribute to one's overall functioning is critical to one's healthy wellbeing. The latter, in turn, affords many benefits such as better health (physical, mental and emotional health) and stronger relationships. By the end of this course, you would have developed an awareness of what constitutes living a healthy and flourishing life, both of which indirectly contribute to a successful undergraduate education."
1614,CC0006,"SUSTAINABILITY: SOCIETY, ECONOMY & ENVIRONMENT",3.0 AU,NA,Yes,Letter Graded,,,"The course aims to inspire a long-lasting mindset of awareness, critical thinking, curiosity, and collaboration across disciplines through the lens of current sustainability challenges. You will learn to analyze sustainability issues from different perspectives (social, economic, and environmental) and on different scales (individual, organizational, Singaporean, and global). You will then use these skills to discuss and propose solutions for sustainability challenges facing Singapore and the world."
1615,CC0007,SCIENCE & TECHNOLOGY FOR HUMANITY,3.0 AU,NA,Yes,Letter Graded,,SP0061,"The course aims to inspire a long-lasting mindset of awareness, critical thinking, curiosity, and collaboration across disciplines through the lens of contemporary and near-future challenges for human communities in relation to scientific and technological innovations. Students will learn to perceive and analyze the potential benefits and costs of scientific/technological innovations and applications from different perspectives and on different scales. Students will then use these skills to identify real-life challenges and to propose solutions."
1616,CH1104,MATERIALS & ENERGY BALANCES,3.0 AU,NA,Yes,Letter Graded,,CH1119,"This subject focuses on the material and energy balances in chemical processes and lays that foundation in other chemical engineering subjects such as thermodynamics, unit operations, reaction kinetics, etc. It introduces the engineering approach to problem solving: Breaking a process down into its components, establishing the relations between known and unknown process variables, assembling the information needed to solve for the unknowns, and finally obtaining the solution using appropriate computational methods."
1617,CV1013,CIVIL ENGINEERING MATERIALS,3.0 AU,NA,Yes,Letter Graded,,CV2003,"This course introduces civil engineering materials at a basic level. 1. Civil engineering materials and environmental considerations. 2. Concrete technology: concrete-making materials, properties of fresh and hardened concrete, mixing, placing, and curing, mix design, destructive and non-destructive tests, quality control, durability, and special concretes. 3. Masonry. Steel: basic metallurgy, properties and applications, welding technology and corrosion. Wood and timber: classification, properties affecting design, mechanical strength and defects. Polymers, plastics, and fiber-reinforced composites. 4. Highway materials: bitumen, cutbacks, emulsified asphalt, road aggregates and asphalt concrete."
1618,CV1014,INTRODUCTION TO COMPUTATIONAL THINKING,3.0 AU,NA,Yes,Letter Graded,,"BG2111, BG2211, CE1003, CE1103, CH2107, CZ1003, CZ1103, EE1005, IE1005, MA1008, MS1008, SC1003","This course aims to take students with no prior experience of thinking in a computational manner to a point where they can derive simple algorithms and code the programs to solve some basic problems in their domain of studies. In addition, the course will include topics to appreciate the internal operations of a processor, and raise awareness of the socio-ethical issues arising from the pervasiveness of computing technology."
1619,CV2020,WATER RESOURCES ENGINEERING,3.0 AU,NA,Yes,Letter Graded,CV1012,,This course aims to introduce you to the basic principles of the hydraulics of open channel flows and topics of engineering hydrology. These are essential fundamentals for the design of water resources related projects and understanding of risk of hydrological events and magnitude of rainfall and runoff from a catchment.
1620,CV5101,CIVIL ENGINEERING & SUSTAINABLE BUILT ENVIRONMENT,3.0 AU,NA,Yes,Letter Graded,,,"Civil engineering, built environment, and sustainability. Environmental impact of civil engineering / architectural activities. Urban planning and sustainable development. Civil and environmental engineering activities (history, practice, and future). Integrated civil and environmental engineering project. Engineers in society."
1621,CZ1105,DIGITAL LOGIC,3.0 AU,NA,No,Letter Graded,,"CE1005, CE1105, CZ1005, EE2004, EE2104, IE2104, IM1004, SC1005","This course aims to develop your ability to analyse and design digital circuits. The design and behaviour of modern digital equipment (e.g. mobile phones and personal computers) are based on functions of binary variables. This course provides you the knowledge to analyse the theoretical characteristics and the skills required for practical technology driven implementations of digital circuits. This course provides an introductory perspective of digital circuits design. It is relevant for anyone pursuing a career in the ICT industry - including those in digital systems, computer architecture and microprocessor based systems design."
1622,EE1102,PHYSICS FOUNDATION FOR ELECTRICAL & ELECTRONIC ENGINEERING,3.0 AU,NA,Yes,Letter Graded,PH1011 OR PH1012 OR CE1013 OR CZ1013 OR CE1113 OR CZ1113 OR SC1013,EE1002,"This course aims to build a strong foundation in the relevant physics principles used in the design of common electrical and electronic devices. The course builds on the concepts learned in the common engineering curriculum's first semester physics course. This course focuses on fundamental concepts that are key to EEE students in preparation for subsequent studies, and are utilized daily by electrical and electronics engineering professionals. Students will learn the relationship between physics concepts and their applications in EEE. Contents: Introduction of electromagnetic fields and applications Electromagnetic in electronics, circuits and communications Introduction to light and principles of geometric optics Principles of wave optics Introduction to quantum physics and applications Applications of quantum physics in electronics and lasers"
1623,EG0001,ENGINEERS & SOCIETY,3.0 AU,NA,Yes,Letter Graded,,"BG0491, CE0001, CH0491, CV0002, CZ0001, EE0002, IM0002, MA0101, MS0002, MT0002","This course aims to provide a general understanding of the society we live in and the engineers' roles and responsibilities towards society's well-being. The course is part of broadening education objective in the engineering curriculum. The course covers a wide range of topics including history, political, social and economic development, foreign policy and defence of Singapore and the issues confronting it, the history of engineering, engineering ethics and practices, international politics and globalization and contributions by engineers towards society. The students will have a holistic understanding of Singapore's past and present situation and on the impact of industry to the society."
1624,EG1001,ENGINEERS IN SOCIETY,2.0 AU,NA,Yes,Letter Graded,,,"This course aims to provide a general understanding of the society we live in and the engineers' roles and responsibilities towards society's well-being. The course is part of broadening education objective in the engineering curriculum. The course covers a wide range of topics including the history of engineering, engineering ethics and practices, sustainability, and contributions by engineers towards society in the future. The students will have a holistic understanding of the role played by engineers and on their impact in society."
1625,ET0001,ENTERPRISE & INNOVATION,1.0 AU,NA,Yes,Pass/Fail,,,"This online course aims to provide you with a basic appreciation of the key concepts of enterprise and innovation. The course will focus on empowering you to gain practical insights on the relevance of enterprise and innovation in your lives by introducing you to the enterprise and innovation ecosystem of the University, the Singapore society, and beyond."
