,Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information
275,BF2302,INTERNATIONAL TAX & TRADING LAW,2.0 AU,NA,Yes,Letter Graded,,BF2301,"BF2302 International Tax and Trading Law introduces students to key income tax and legal concepts and principles of international taxation and trade law. Particular emphasis will be placed on the international tax and legal implications of the international trading of commodities. Relevant case law, the interpretation and application of tax treaties and recent international tax developments, including the OECD's Base Erosion and Profit Shifting (BEPS) Action Plan, will also be covered in the course. The Law segment will cover legal issues of international commercial transactions."
276,BF3201,CORPORATE FINANCE & STRATEGY,4.0 AU,NA,No,Letter Graded,AB1201 OR RE8005 OR BU8201 (Min Grade :B+) OR BU5201 (Min Grade :B+),BF3215,"The course covers fundamental issues of corporate finance, including corporate governance, capital budgeting, capital structure, distribution policies, and working capital management. The course emphasizes financial practices in the real world. The course expands upon the concepts covered in AB1201 Financial Management. We emphasize using EXCEL to conduct computation. The background knowledge is provided through the textbook and lecture notes. By the end of the course, you should have developed a deeper understanding of how corporate financial managers make decisions in the dynamic corporate world and how these decisions impact firm value and stakeholders. The course is intended for students who are interested in pursuing a career in strategic financial decision making, including corporate finance, investment banking, private equity, consulting, etc."
277,BF3212,"TRADE, STRUCTURED & SUPPLY CHAIN FINANCE",2.0 AU,NA,Yes,Letter Graded,BF2216 OR MT1003 & MT3006,,"This course aims to complements other learning obtained in respect of commodity trading, maritime arrangements and legal aspects. Together with the afore-mentioned topics, this course fills essential learning needs for aspirants seeking entry into careers in international trading and commercial banking. You will also learn about products, concepts & practices routinely applicable to the financing of international trade transactions"
278,BF3214,COMMODITIES TRADING,2.0 AU,NA,Yes,Letter Graded,,BF3211,"This course aims to prepare you for a career in the global commodities markets by introducing you to global commodity market conventions, supply chains, risk management and investment techniques. It will also give you an understanding of the key industry participants and their role across the commodity supply chain. You will also gain valuable insight into market conventions, terminology and best practices in risk management."
279,BF2201,INVESTMENTS,4.0 AU,NA,No,Letter Graded,AB1201 OR BU8201 (Min Grade :B+) OR RE8005 OR BU5201 (Min Grade :B+),"BF2219, BU5202, BU9201, BU9202","This is an introductory but demanding course in investments. This course endeavours to provide the basic understanding and tools to conduct portfolio analysis, make investment decisions, and manage portfolios. By the end of this course, students should have a broad understanding of investments and portfolio management. This course covers the analysis of various investment vehicles, allocation of assets, and modern portfolio theory. Students will learn valuation, portfolio construction and evaluation techniques, and apply investment techniques using Excel. Students are expected to review Financial Management. To maximize acquisition of new knowledge, the instructors will not cover overlapping topics with Financial Management, but these topics remain examinable."
280,BF2207,INTERNATIONAL FINANCE,4.0 AU,NA,No,Letter Graded,AB1201 OR RE8005 OR BU8201 (Min Grade :B+) OR BU5201 (Min Grade :B+),"BF2204, BU9203",This course is an introduction to international finance. The course serves to equip students with the ability to analyse and make managerial decisions in the context of a multinational firm.
281,BF2209,DERIVATIVE SECURITIES,4.0 AU,NA,No,Letter Graded,BF2201,"BF2221, BR2204, BR2210","This course is an introductory course on financial derivatives and derivatives-linked investments. The derivatives covered include forwards, futures, swaps, and options on different underlying assets like stocks, stock indices, commodities, and foreign exchange. Through this course, students will learn the features of various derivatives and how to price, value (calculate the Profit/Loss) and structure them for investment and risk management. Students will also learn basic and slightly more advance option strategies and how to use them for hedging and trading. They will be able to design arbitrage strategies to take advantage of mispricing in various derivatives. A good understanding of derivatives and its usage/abuses is a prerequisite for effective management of any company as financial risks can cause substantial damage to the P/L of an otherwise well managed firm. Graduates with solid grounding in derivative investments can take up careers as traders, derivatives specialists/advisors, derivatives sales experts, financial engineers and risk managers in treasury departments, trading floors, asset management and risk management divisions in banks and major corporates. On an individual level, understanding of derivatives will help one to appreciate the risk and rewards in the many derivatives-linked investments now increasingly made available to retail investors."
282,BF2213,INTRODUCTION TO COMPLIANCE,4.0 AU,NA,No,Letter Graded,AB1201 OR BU8201 (Min Grade :B+) OR BU5201 (Min Grade :B+),BF2222,"This course aims to provide you with a broad understanding of the role of compliance in financial institutions and introduce you to the common issues in the space of regulatory and financial compliance. Course topics include understanding the financial services sector, the role of compliance within financial institutions, the financial regulatory environment and requirements, compliance risks, anti-money laundering risks, and the importance of well-designed and effective control mechanisms. The course will also explore the impact of financial technology (FINTech) and regulatory technology (REGTech) advancements on the compliance landscape. This course is accredited by the Institute of Banking and Finance (IBF) and students who obtain an overall score of B and above will be accredited for IBF's Level 1 Compliance Standards."
283,BF2216,TRADE INCOTERMS & SHIP CHARTERING,4.0 AU,NA,No,Letter Graded,,BF2226,"The aim of this course is to provide students with the foundational skills needed to negotiate for ocean freight transportation. Specifically, this course provides a solid foundation on how ocean freight transportation works and identify how the intricacies behind ocean freight contract negotiations will affect the profits and losses in international commodity trading."
284,BF2218,COMMODITY MARKETS,4.0 AU,NA,No,Letter Graded,,"BF2217, BF2227, BF4001","The course aims to give students a solid understanding of commodities markets with primary focus on agriculture, metals and minerals and energy and chemicals. It focuses on fundamental concepts and terminology necessary for understanding commodity production, transportation, economics and marketing. It also educates students in trading technology trends and innovation and look into sustainability challenges and legal aspects."
285,BF2219,INVESTMENTS,3.0 AU,NA,No,Letter Graded,AB1201 OR BU8201 (Min Grade :B+) OR RE8005 OR BU5201 (Min Grade :B+),"BF2201, BU5202, BU9201","This is an introductory but demanding course in investments. This course endeavours to provide the basic understanding and tools to conduct portfolio analysis, make investment decisions, and manage portfolios. By the end of this course, students should have a broad understanding of investments and portfolio management. This course covers the analysis of various investment vehicles, allocation of assets, and modern portfolio theory. Students will learn valuation, portfolio construction and evaluation techniques, and apply investment techniques using Excel. Students are expected to review Financial Management. To maximize acquisition of new knowledge, the instructors will not cover overlapping topics with Financial Management, but these topics remain examinable."
286,BF2224,INTERNATIONAL FINANCE,3.0 AU,NA,No,Letter Graded,AB1201 OR RE8005 OR BU8201 (Min Grade :B+) OR BU5201 (Min Grade :B+),,This course is an introduction to international finance. The course serves to equip students with the ability to analyse and make managerial decisions in the context of a multinational firm.
287,BF2226,TRADE INCOTERMS & SHIP CHARTERING,3.0 AU,NA,No,Letter Graded,,BF2216,"The aim of this course is to provide students with the foundational skills needed to negotiate for ocean freight transportation. Specifically, this course provides a solid foundation on how ocean freight transportation works and identify how the intricacies behind ocean freight contract negotiations will affect the profits and losses in international commodity trading."
288,BF2227,COMMODITY MARKETS,3.0 AU,NA,No,Letter Graded,,BF2218,"The course aims to give students a solid understanding of commodities markets with primary focus on agriculture, metals and minerals and energy and chemicals. It focuses on fundamental concepts and terminology necessary for understanding commodity production, transportation, economics and marketing. It also educates students in trading technology trends and innovation and look into sustainability challenges and legal aspects."
289,BF3201,CORPORATE FINANCE & STRATEGY,4.0 AU,NA,No,Letter Graded,AB1201 OR RE8005 OR BU8201 (Min Grade :B+) OR BU5201 (Min Grade :B+),BF3215,"The course covers fundamental issues of corporate finance, including corporate governance, capital budgeting, capital structure, distribution policies, and working capital management. The course emphasizes financial practices in the real world. The course expands upon the concepts covered in AB1201 Financial Management. We emphasize using EXCEL to conduct computation. The background knowledge is provided through the textbook and lecture notes. By the end of the course, you should have developed a deeper understanding of how corporate financial managers make decisions in the dynamic corporate world and how these decisions impact firm value and stakeholders. The course is intended for students who are interested in pursuing a career in strategic financial decision making, including corporate finance, investment banking, private equity, consulting, etc."
290,BF3212,"TRADE, STRUCTURED & SUPPLY CHAIN FINANCE",2.0 AU,NA,Yes,Letter Graded,BF2216 OR MT1003 & MT3006,,"This course aims to complements other learning obtained in respect of commodity trading, maritime arrangements and legal aspects. Together with the afore-mentioned topics, this course fills essential learning needs for aspirants seeking entry into careers in international trading and commercial banking. You will also learn about products, concepts & practices routinely applicable to the financing of international trade transactions"
291,BF3213,ENTERPRISE RISK MANAGEMENT IN COMMODITY MARKETS,2.0 AU,NA,Yes,Letter Graded,,BF3211,"All organizations (especially commodities / energy trading organizations) face a wide range of enterprise risks. This course provides: i) an overview on the range of key risks that continue to challenge these firms ii) how to assess and identify existing and emerging risks facing these firms iii) how to maintain an effective risk management framework to monitor and manage such risks iv) Overview and analysis of basic risk management techniques Managing risk has never been so complex and regulated in a commodities / energy trading organization. Everyone in an organization (trading or non-trading, client facing traders/marketers or finance/IT teams) is expected to understand and manage risk across an organization. Anyone aspiring to have a career in trading, risk management or a job in a trading organization would find value in this course."
292,BE2601,"MANAGEMENT PRINCIPLES, SKILLS & COMPETENCIES",4.0 AU,NA,No,Letter Graded,AB1601,"BE2602, BU5601, BU8601","Management Principles, Skills and Competencies is a comprehensive introductory course on the management process from a manager's perspective, with particular emphasis on the skills, competencies, techniques and knowledge needed to successfully manage an organization. This course explores the basic concepts and processes of management. You will examine the fundamental roles and processes of planning, leading, organizing and controlling that comprise the managers' role. It focuses on the entire organization from both a short and long-term perspective for strategic vision, setting objectives, crafting a strategy and then implementing it. This course will enable you to develop short and long-range plans to effectively accomplish organizational goals. You will develop skills related to the manager's function as required in today's competitive environment. This course examines the logic and working of organizations. It also investigates how organizations develop and maintain competitive advantage within a changing business environment influenced by political, economic, social, technological, legal and environmental [PESTLE] factors. The course content is organized around the four `pillars' of management viz. planning, organizing, leading and control [POLC] for systematic understanding of management-related challenges and applying conceptual tools and techniques in analyzing, evaluating and addressing management issues."
293,BF2201,INVESTMENTS,4.0 AU,NA,No,Letter Graded,AB1201 OR BU8201 (Min Grade :B+) OR RE8005 OR BU5201 (Min Grade :B+),"BF2219, BU5202, BU9201, BU9202","This is an introductory but demanding course in investments. This course endeavours to provide the basic understanding and tools to conduct portfolio analysis, make investment decisions, and manage portfolios. By the end of this course, students should have a broad understanding of investments and portfolio management. This course covers the analysis of various investment vehicles, allocation of assets, and modern portfolio theory. Students will learn valuation, portfolio construction and evaluation techniques, and apply investment techniques using Excel. Students are expected to review Financial Management. To maximize acquisition of new knowledge, the instructors will not cover overlapping topics with Financial Management, but these topics remain examinable."
294,BF2209,DERIVATIVE SECURITIES,4.0 AU,NA,No,Letter Graded,BF2201,"BF2221, BR2204, BR2210","This course is an introductory course on financial derivatives and derivatives-linked investments. The derivatives covered include forwards, futures, swaps, and options on different underlying assets like stocks, stock indices, commodities, and foreign exchange. Through this course, students will learn the features of various derivatives and how to price, value (calculate the Profit/Loss) and structure them for investment and risk management. Students will also learn basic and slightly more advance option strategies and how to use them for hedging and trading. They will be able to design arbitrage strategies to take advantage of mispricing in various derivatives. A good understanding of derivatives and its usage/abuses is a prerequisite for effective management of any company as financial risks can cause substantial damage to the P/L of an otherwise well managed firm. Graduates with solid grounding in derivative investments can take up careers as traders, derivatives specialists/advisors, derivatives sales experts, financial engineers and risk managers in treasury departments, trading floors, asset management and risk management divisions in banks and major corporates. On an individual level, understanding of derivatives will help one to appreciate the risk and rewards in the many derivatives-linked investments now increasingly made available to retail investors."
295,BF2216,TRADE INCOTERMS & SHIP CHARTERING,4.0 AU,NA,No,Letter Graded,,BF2226,"The aim of this course is to provide students with the foundational skills needed to negotiate for ocean freight transportation. Specifically, this course provides a solid foundation on how ocean freight transportation works and identify how the intricacies behind ocean freight contract negotiations will affect the profits and losses in international commodity trading."
296,BF2219,INVESTMENTS,3.0 AU,NA,No,Letter Graded,AB1201 OR BU8201 (Min Grade :B+) OR RE8005 OR BU5201 (Min Grade :B+),"BF2201, BU5202, BU9201","This is an introductory but demanding course in investments. This course endeavours to provide the basic understanding and tools to conduct portfolio analysis, make investment decisions, and manage portfolios. By the end of this course, students should have a broad understanding of investments and portfolio management. This course covers the analysis of various investment vehicles, allocation of assets, and modern portfolio theory. Students will learn valuation, portfolio construction and evaluation techniques, and apply investment techniques using Excel. Students are expected to review Financial Management. To maximize acquisition of new knowledge, the instructors will not cover overlapping topics with Financial Management, but these topics remain examinable."
297,BF2224,INTERNATIONAL FINANCE,3.0 AU,NA,No,Letter Graded,AB1201 OR RE8005 OR BU8201 (Min Grade :B+) OR BU5201 (Min Grade :B+),,This course is an introduction to international finance. The course serves to equip students with the ability to analyse and make managerial decisions in the context of a multinational firm.
298,BF2226,TRADE INCOTERMS & SHIP CHARTERING,3.0 AU,NA,No,Letter Graded,,BF2216,"The aim of this course is to provide students with the foundational skills needed to negotiate for ocean freight transportation. Specifically, this course provides a solid foundation on how ocean freight transportation works and identify how the intricacies behind ocean freight contract negotiations will affect the profits and losses in international commodity trading."
299,BF2227,COMMODITY MARKETS,3.0 AU,NA,No,Letter Graded,,BF2218,"The course aims to give students a solid understanding of commodities markets with primary focus on agriculture, metals and minerals and energy and chemicals. It focuses on fundamental concepts and terminology necessary for understanding commodity production, transportation, economics and marketing. It also educates students in trading technology trends and innovation and look into sustainability challenges and legal aspects."
300,BF2302,INTERNATIONAL TAX & TRADING LAW,2.0 AU,NA,Yes,Letter Graded,,BF2301,"BF2302 International Tax and Trading Law introduces students to key income tax and legal concepts and principles of international taxation and trade law. Particular emphasis will be placed on the international tax and legal implications of the international trading of commodities. Relevant case law, the interpretation and application of tax treaties and recent international tax developments, including the OECD's Base Erosion and Profit Shifting (BEPS) Action Plan, will also be covered in the course. The Law segment will cover legal issues of international commercial transactions."
301,BF3212,"TRADE, STRUCTURED & SUPPLY CHAIN FINANCE",2.0 AU,NA,Yes,Letter Graded,BF2216 OR MT1003 & MT3006,,"This course aims to complements other learning obtained in respect of commodity trading, maritime arrangements and legal aspects. Together with the afore-mentioned topics, this course fills essential learning needs for aspirants seeking entry into careers in international trading and commercial banking. You will also learn about products, concepts & practices routinely applicable to the financing of international trade transactions"
302,BM2501,MARKET BEHAVIOUR,4.0 AU,NA,No,Letter Graded,AB1501,BM2509,"This course will introduce you to key consumer behavior concepts, thus equipping you - as current or future managers - with the knowledge to evaluate and design effective marketing decisions. After the completion of this course, you should be able to understand the psychology of how consumers think, feel, reason, and choose between different alternatives (e.g., brands, products), how social and cultural environments (e.g., friends, family, and culture) influence consumer behaviour, and how marketers can adapt and improve marketing campaigns/strategies to more effectively reach and influence the consumers. You will also learn to appreciate the relevance of consumer behaviour for marketers and policymakers."
303,BM2502,MARKET INTELLIGENCE,4.0 AU,NA,No,Letter Graded,AB1202 & AB1501 OR AB1501 & MH1820,BM2510,"This course aims to develop students' basic skills in conducting and evaluating marketing research projects. It is primarily designed for those who intend to pursue a career in marketing research and for those who will rely on marketing research information for decision making. The main emphasis is on problem formulation, research design, methods of data collection, and data analysis."
304,BM2503,MARKET RELATIONSHIPS,4.0 AU,NA,No,Letter Graded,AB1501,BU5504,"Given the densely interconnected and dynamic global economy, relationships and networks are crucial assets that enable firms to innovate, survive disruptions, weather crises, thrive, and succeed. The impact and prevalence of relationships and networks mean that they should be at the heart of firms? overall strategy and decision making. By introducing an important perspective of relationships and networks as fundamental and principal in guiding marketing strategy, the course moves beyond the traditional 4Ps (product, pricing, promotion and place) paradigm and provides a more holistic and integrated approach in understanding marketing. This course helps students understand the reality of business markets and the tasks of managing complex, multiple and overlapping relationships in which firms are enmeshed and on which they can rely for value creation and competitive success. Students will learn how to manage and optimize relationships (including B2B, B2C, and C2C), networks, collaborations, and interactions for firm success. The course will equip students with various marketing frameworks and strategies that are practical and can be readily applied in their internships, part-time jobs, marketing projects, and future employment. Through this course students will appreciate the broader influence of relationships and networks beyond just the marketing function. As such, it is suitable for both marketing and non-marketing students, especially those who are interested in pursuing entrepreneurship and management roles in organizations. Note that the course does NOT cover topics on financial accounting or business analytics."
305,BM2505,CHANNEL VALUE CREATION,4.0 AU,NA,No,Letter Graded,AB1501,BM2513,"Marketing Channel is one of the most important assets in the organization's overall marketing strategy in this era where there exists much congestion in the market for similar products. Organizations must reach their consumers effectively but then how should we approach them? Innovation can come from 'place' in 4Ps. This course is designed to help understand the key elements of the marketing channels and appreciate the value of the question 'how do my customers want to buy?' Also, help future marketers (you) to apply the channel concepts into a real world. By taking this course, you will be provided with a foundation and framework in auditing/designing marketing distribution strategies. More specifically, you be equipped with tools to audit the current channel design and framework to create the explosive channel value, which involve both consumer-centric perspectives as well as firm-centric perspective. You will also be exposed to management issues in distribution channels"
306,BM2506,DIGITAL MARKETING:CONNECTING WITH CUSTOMERS IN TODAY'S WORLD,4.0 AU,NA,No,Letter Graded,AB1501 OR BU8501 OR BU5501,BM2514,"This course offers an overview of digital marketing strategy development and implementation. Strategic frameworks and models are introduced to help you understand how to analyze digital marketing landscape, evaluate the effectiveness of different digital marketing tactics, and develop marketing plan that integrates multiple online and offline media. The complementary role of traditional and digital marketing along a customer journey will be highlighted. Trends, opportunities, and threats in the field will also be discussed. Business students who wish to enter the field of marketing and any students who wish to build their own brands through digital media would find this course useful. You will learn how to solve real problems in digital marketing through case discussions, individual and group project. You will also gain hands-on experiences in selected areas of digital marketing through assignments."
307,BM2507,MARKETING ANALYTICS,4.0 AU,NA,No,Letter Graded,AB1202,BM2515,"This course aims to introduce you to several analytics tools that are applied for marketing decisions. After completion of the course you should be equipped with the conceptual and technical knowledge on how and when to apply these tools in solving marketing decision problems. The course is suitable for second year students enrolled in any business program. The course is also suitable for non-business students interested in marketing analytics. Exposure to introductory statistics or equivalent is necessary. The course will equip the students with the foundational to intermediate level skills on marketing analytics, and will facilitate immersion into a career in marketing analytics, marketing research and brand management, should they choose to do so."
308,BM2508,MODERN TECHNOLOGIES IN MARKETING,4.0 AU,NA,No,Letter Graded,,BM2516,"Technology has been the key driver behind current marketing practices. This course is designed to introduce you to modern technologies that have found successful marketing applications (e.g., text mining, deep learning, recommendation systems), and emerging technologies that hold great promise for transforming marketing practices (e.g., neuro-marketing, chatbots, internet of things). It aims to help you develop an intuitive understanding of the fundamental logic of the surveyed technologies, and gain knowledge about how these technologies can be used to improve marketing practices. This course is suitable for second- and third-year marketing students, and business students from other specializations who are interested in the applications of technologies in marketing. By the end of the course, you will be equipped with a conceptual framework and domain knowledge for analyzing how technologies are transforming marketing practices and identifying areas in which current practices can be improved by modern and emerging technologies. These skills are valuable for a career in marketing management, marketing analytics, and marketing research."
309,BM2509,CONSUMER INSIGHTS,3.0 AU,NA,No,Letter Graded,AB1501,BM2501,"This course will introduce you to key consumer behavior concepts, thus equipping you - as current or future managers - with the knowledge to discover insights as well as to evaluate and design effective marketing decisions. After the completion of this course, you should be able to understand the psychology of how consumers think, feel, reason, and choose between different alternatives (e.g., brands, products), how social and cultural environments (e.g., friends, family, and culture) influence consumer behaviour, and how marketers can use consumer insights to develop marketing campaigns/strategies to reach their target segments. You will also learn to appreciate the relevance of consumer behaviour for marketers and policymakers."
310,BM2510,MARKET INTELLIGENCE,3.0 AU,NA,No,Letter Graded,AB1202 & AB1501 OR AB1501 & MH1820,BM2502,"This course aims to develop students' basic skills in conducting and evaluating marketing research projects. It is primarily designed for those who intend to pursue a career in marketing research and for those who will rely on marketing research information for decision making. The main emphasis is on problem formulation, research design, methods of data collection, and data analysis."
311,BM2513,CHANNEL VALUE CREATION,3.0 AU,NA,No,Letter Graded,AB1501,BM2505,"Marketing Channel is one of the most important assets in the organization's overall marketing strategy in this era where there exists much congestion in the market for similar products. Organizations must reach their consumers effectively but then how should we approach them? Innovation can come from 'place' in 4Ps. This course is designed to help understand the key elements of the marketing channels and appreciate the value of the question 'how do my customers want to buy?' Also, help future marketers (you) to apply the channel concepts into a real world. By taking this course, you will be provided with a foundation and framework in auditing/designing marketing distribution strategies. More specifically, you be equipped with tools to audit the current channel design and framework to create the explosive channel value, which involve both consumer-centric perspectives as well as firm-centric perspective. You will also be exposed to management issues in distribution channels"
312,BM2514,DIGITAL MARKETING,3.0 AU,NA,No,Letter Graded,AB1501 OR BU8501 OR BU5501,BM2506,"This course offers an overview of digital marketing strategy development and implementation. Strategic frameworks and models are introduced to help you understand how to analyze digital marketing landscape, evaluate the effectiveness of different digital marketing tactics, and develop marketing plan that integrates multiple online and offline media. The complementary role of traditional and digital marketing along a customer journey will be highlighted. Trends, opportunities, and threats in the field will also be discussed. Business students who wish to enter the field of marketing and any students who wish to build their own brands through digital media would find this course useful. You will learn how to solve real problems in digital marketing through case discussions, individual and group project. You will also gain hands-on experiences in selected areas of digital marketing through assignments."
313,BM2515,MARKETING ANALYTICS,3.0 AU,NA,No,Letter Graded,AB1202,BM2507,"This course aims to introduce you to several analytics tools that are applied for marketing decisions. After completion of the course you should be equipped with the conceptual and technical knowledge on how and when to apply these tools in solving marketing decision problems. The course is suitable for second year students enrolled in any business program. The course is also suitable for non-business students interested in marketing analytics. Exposure to introductory statistics or equivalent is necessary. The course will equip the students with the foundational to intermediate level skills on marketing analytics, and will facilitate immersion into a career in marketing analytics, marketing research and brand management, should they choose to do so."
314,BM2516,MODERN TECHNOLOGIES IN MARKETING,3.0 AU,NA,No,Letter Graded,,BM2508,"Technology has been the key driver behind current marketing practices. This course is designed to introduce you to modern technologies that have found successful marketing applications (e.g., text mining, deep learning, recommendation systems), and emerging technologies that hold great promise for transforming marketing practices (e.g., neuro-marketing, chatbots, internet of things). It aims to help you develop an intuitive understanding of the fundamental logic of the surveyed technologies, and gain knowledge about how these technologies can be used to improve marketing practices. This course is suitable for second- and third-year marketing students, and business students from other specializations who are interested in the applications of technologies in marketing. By the end of the course, you will be equipped with a conceptual framework and domain knowledge for analyzing how technologies are transforming marketing practices and identifying areas in which current practices can be improved by modern and emerging technologies. These skills are valuable for a career in marketing management, marketing analytics, and marketing research."
315,BM3506,STRATEGIC BRAND MANAGEMENT,4.0 AU,NA,No,Letter Graded,AB1501,BM3509,"The brands that a firm has invested in and developed over time are typically their most valuable assets. Product designs, manufacturing processes and other business processes may be easily copied, but a strong brand is something that cannot be easily reproduced. Many Asian companies are coming to terms with the importance of branding and are putting more resources into building a strong brand. This is evident from the number of branding awards (e.g., Singapore Promising Brand Award, Readers' Digest Most Trusted Brand Award etc.) being handed out in recent years. Companies are also paying top dollars for branding managers. This course aims to inform students about the current theories and findings on how firms manage brands. This course will address issues such as: 1) What is brand equity and how do you build brand equity? 2) How do you capitalize on brand equity? 3) What are the important issues in planning, implementing and evaluating brand strategies? 4) What are the relevant theories and models to help managers to make branding decisions? This is a core course for all marketing students, to be taken after AB1501. The course will employ a global perspective in all course materials (theories, cases, strategies, etc.). The course will equip you to take on the perspective of a brand manager capable in considering all essential issues related to building and managing a brand, locally, regionally, and globally. You will gain competency in utilizing concepts and tools for future careers in brand management and related business functions requiring the interface with brands."
316,BM3509,STRATEGIC BRAND MANAGEMENT,3.0 AU,NA,No,Letter Graded,AB1501,BM3506,"The brands that a firm has invested in and developed over time are typically their most valuable assets. Product designs, manufacturing processes and other business processes may be easily copied, but a strong brand is something that cannot be easily reproduced. Many Asian companies are coming to terms with the importance of branding and are putting more resources into building a strong brand. This is evident from the number of branding awards (e.g., Singapore Promising Brand Award, Readers' Digest Most Trusted Brand Award etc.) being handed out in recent years. Companies are also paying top dollars for branding managers. This course aims to inform students about the current theories and findings on how firms manage brands. This course will address issues such as: 1) What is brand equity and how do you build brand equity? 2) How do you capitalize on brand equity? 3) What are the important issues in planning, implementing and evaluating brand strategies? 4) What are the relevant theories and models to help managers to make branding decisions? This is a core course for all marketing students, to be taken after AB1501. The course will employ a global perspective in all course materials (theories, cases, strategies, etc.). The course will equip you to take on the perspective of a brand manager capable in considering all essential issues related to building and managing a brand, locally, regionally, and globally. You will gain competency in utilizing concepts and tools for future careers in brand management and related business functions requiring the interface with brands."
317,BM2501,MARKET BEHAVIOUR,4.0 AU,NA,No,Letter Graded,AB1501,BM2509,"This course will introduce you to key consumer behavior concepts, thus equipping you - as current or future managers - with the knowledge to evaluate and design effective marketing decisions. After the completion of this course, you should be able to understand the psychology of how consumers think, feel, reason, and choose between different alternatives (e.g., brands, products), how social and cultural environments (e.g., friends, family, and culture) influence consumer behaviour, and how marketers can adapt and improve marketing campaigns/strategies to more effectively reach and influence the consumers. You will also learn to appreciate the relevance of consumer behaviour for marketers and policymakers."
318,BM2502,MARKET INTELLIGENCE,4.0 AU,NA,No,Letter Graded,AB1202 & AB1501 OR AB1501 & MH1820,BM2510,"This course aims to develop students' basic skills in conducting and evaluating marketing research projects. It is primarily designed for those who intend to pursue a career in marketing research and for those who will rely on marketing research information for decision making. The main emphasis is on problem formulation, research design, methods of data collection, and data analysis."
319,BM2503,MARKET RELATIONSHIPS,4.0 AU,NA,No,Letter Graded,AB1501,BU5504,"Given the densely interconnected and dynamic global economy, relationships and networks are crucial assets that enable firms to innovate, survive disruptions, weather crises, thrive, and succeed. The impact and prevalence of relationships and networks mean that they should be at the heart of firms? overall strategy and decision making. By introducing an important perspective of relationships and networks as fundamental and principal in guiding marketing strategy, the course moves beyond the traditional 4Ps (product, pricing, promotion and place) paradigm and provides a more holistic and integrated approach in understanding marketing. This course helps students understand the reality of business markets and the tasks of managing complex, multiple and overlapping relationships in which firms are enmeshed and on which they can rely for value creation and competitive success. Students will learn how to manage and optimize relationships (including B2B, B2C, and C2C), networks, collaborations, and interactions for firm success. The course will equip students with various marketing frameworks and strategies that are practical and can be readily applied in their internships, part-time jobs, marketing projects, and future employment. Through this course students will appreciate the broader influence of relationships and networks beyond just the marketing function. As such, it is suitable for both marketing and non-marketing students, especially those who are interested in pursuing entrepreneurship and management roles in organizations. Note that the course does NOT cover topics on financial accounting or business analytics."
320,BM2505,CHANNEL VALUE CREATION,4.0 AU,NA,No,Letter Graded,AB1501,BM2513,"Marketing Channel is one of the most important assets in the organization's overall marketing strategy in this era where there exists much congestion in the market for similar products. Organizations must reach their consumers effectively but then how should we approach them? Innovation can come from 'place' in 4Ps. This course is designed to help understand the key elements of the marketing channels and appreciate the value of the question 'how do my customers want to buy?' Also, help future marketers (you) to apply the channel concepts into a real world. By taking this course, you will be provided with a foundation and framework in auditing/designing marketing distribution strategies. More specifically, you be equipped with tools to audit the current channel design and framework to create the explosive channel value, which involve both consumer-centric perspectives as well as firm-centric perspective. You will also be exposed to management issues in distribution channels"
321,BM2506,DIGITAL MARKETING:CONNECTING WITH CUSTOMERS IN TODAY'S WORLD,4.0 AU,NA,No,Letter Graded,AB1501 OR BU8501 OR BU5501,BM2514,"This course offers an overview of digital marketing strategy development and implementation. Strategic frameworks and models are introduced to help you understand how to analyze digital marketing landscape, evaluate the effectiveness of different digital marketing tactics, and develop marketing plan that integrates multiple online and offline media. The complementary role of traditional and digital marketing along a customer journey will be highlighted. Trends, opportunities, and threats in the field will also be discussed. Business students who wish to enter the field of marketing and any students who wish to build their own brands through digital media would find this course useful. You will learn how to solve real problems in digital marketing through case discussions, individual and group project. You will also gain hands-on experiences in selected areas of digital marketing through assignments."
322,BM2507,MARKETING ANALYTICS,4.0 AU,NA,No,Letter Graded,AB1202,BM2515,"This course aims to introduce you to several analytics tools that are applied for marketing decisions. After completion of the course you should be equipped with the conceptual and technical knowledge on how and when to apply these tools in solving marketing decision problems. The course is suitable for second year students enrolled in any business program. The course is also suitable for non-business students interested in marketing analytics. Exposure to introductory statistics or equivalent is necessary. The course will equip the students with the foundational to intermediate level skills on marketing analytics, and will facilitate immersion into a career in marketing analytics, marketing research and brand management, should they choose to do so."
323,BM2508,MODERN TECHNOLOGIES IN MARKETING,4.0 AU,NA,No,Letter Graded,,BM2516,"Technology has been the key driver behind current marketing practices. This course is designed to introduce you to modern technologies that have found successful marketing applications (e.g., text mining, deep learning, recommendation systems), and emerging technologies that hold great promise for transforming marketing practices (e.g., neuro-marketing, chatbots, internet of things). It aims to help you develop an intuitive understanding of the fundamental logic of the surveyed technologies, and gain knowledge about how these technologies can be used to improve marketing practices. This course is suitable for second- and third-year marketing students, and business students from other specializations who are interested in the applications of technologies in marketing. By the end of the course, you will be equipped with a conceptual framework and domain knowledge for analyzing how technologies are transforming marketing practices and identifying areas in which current practices can be improved by modern and emerging technologies. These skills are valuable for a career in marketing management, marketing analytics, and marketing research."
